0 0 20 33 32 0 0 0 2 0 6 41 44 38 0 24 0 0 33 0 0.44
0 0 1 0 1 1 3 0 0 0 2 0 1 3 0 0 2 0 1 4 0.09
0 1 3 0 9 6 6 14 2 15 2 0 0 0 9 1 0 0 0 18 0.34
6 2 8 0 1 9 0 0 0 12 8 0 2 17 0 6 0 6 0 0 0.34
50 0 0 0 0 0 9 31 0 0 0 0 42 32 5 33 38 4 22 35 0.49
1 0 1 3 0 2 0 1 0 0 2 1 0 4 1 3 0 0 0 0 0.09
40 46 35 0 0 20 24 37 0 157 0 0 9 0 0 37 24 0 39 0 0.54
0 14 0 1 0 0 0 10 0 0 1 3 1 1 1 0 8 19 16 2 0.29
2 1 0 18 15 0 8 3 0 0 0 0 11 16 0 0 7 2 0 0 0.31
0 0 44 36 29 28 0 0 2 27 40 21 0 30 53 36 38 0 0 50 0.61
0 0 0 0 1 1 3 0 1 0 0 0 3 0 0 0 3 3 6 0 0.1
4 1 0 0 4 1 0 0 2 0 5 0 0 3 0 0 0 0 0 1 0.1
0 0 0 2 0 0 0 3 3 0 2 2 0 0 0 0 0 0 0 0 0.06
1 0 5 0 4 8 0 4 1 1 3 0 0 7 3 0 0 0 2 0 0.19
0 0 18 0 0 28 43 0 31 0 84 0 39 34 0 0 8 20 0 0 0.44
10 0 7 16 13 3 0 0 9 0 11 0 5 0 1 9 10 5 0 7 0.48
3 0 0 0 0 0 0 0 3 1 2 3 4 0 0 2 6 0 2 0 0.13
1 35 47 30 0 32 6 40 17 31 0 0 32 37 35 0 0 0 0 0 0.53
19 15 14 1 9 3 10 4 4 1 0 3 11 2 0 14 6 2 5 4 0.51
3 0 4 3 0 0 0 0 0 0 2 4 1 3 2 0 0 3 0 0 0.12
14 0 12 0 6 6 15 2 8 10 2 9 0 9 1 0 13 0 4 0 0.48
14 0 13 7 13 3 0 4 19 0 9 0 9 0 2 5 0 0 0 0 0.39
