0 0 0 0 0 3 3 3 4 1 0 1 0 3 2 2 0 0 0.12
5 7 19 3 7 0 0 2 14 3 1 1 5 0 0 2 6 10 0.39
0 33 0 25 0 38 42 0 52 45 9 3 0 6 102 0 8 0 0.53
0 7 0 6 0 12 8 2 10 8 2 5 14 0 0 7 4 21 0.49
4 4 2 0 0 2 3 0 4 0 3 6 0 4 3 2 0 2 0.21
9 2 0 1 12 0 10 7 0 0 24 2 18 5 7 9 5 0 0.48
11 0 4 1 3 2 8 15 7 2 8 0 9 0 9 0 0 0 0.4
0 11 1 10 0 10 12 3 0 5 0 0 0 0 10 0 0 0 0.32
0 0 26 46 0 0 5 27 0 34 0 0 3 0 0 0 5 16 0.35
0 25 11 0 35 0 0 18 43 24 4 60 24 21 92 0 0 70 0.63
3 0 1 4 13 6 3 7 6 0 1 0 0 23 4 3 3 0 0.33
0 5 0 2 9 4 3 7 1 8 0 16 0 6 0 3 1 0 0.32
1 4 0 4 0 0 0 0 3 3 6 1 10 10 10 4 6 1 0.35
5 0 6 1 13 0 0 2 5 0 0 2 0 10 7 18 0 2 0.33
1 3 19 23 3 2 1 10 0 1 1 2 21 3 2 6 3 3 0.39
0 0 14 5 2 2 0 1 9 5 4 2 9 11 0 0 0 5 0.35
5 0 0 37 39 44 44 34 6 52 35 2 38 34 25 0 61 77 0.73
6 0 1 0 0 0 6 4 0 4 2 0 0 0 0 3 0 0 0.14
12 0 9 3 1 9 13 3 2 1 0 2 0 14 3 6 5 18 0.46
4 0 0 0 0 1 0 3 0 0 6 0 0 5 0 3 1 0 0.12
31 0 0 0 40 0 31 0 0 6 0 0 0 0 0 33 0 23 0.31
1 0 1 0 1 8 0 4 0 0 0 0 0 8 0 0 0 8 0.17
0 0 2 0 3 0 0 1 0 0 0 0 0 0 0 0 5 0 0.06
0 0 10 2 0 14 0 1 0 1 2 11 0 0 0 0 0 8 0.24
11 0 1 0 0 5 3 0 7 0 5 1 0 2 0 1 3 4 0.23
1 0 0 3 17 1 3 0 5 0 1 9 0 0 13 1 2 0 0.25
17 26 5 0 0 31 0 38 22 48 30 5 0 35 0 0 0 11 0.55
1 11 16 3 3 5 1 14 7 0 13 1 0 0 2 3 0 4 0.38
2 3 0 0 0 0 4 0 1 3 0 0 0 0 1 2 3 0 0.1
1 0 16 0 8 3 2 0 1 9 16 0 2 0 4 4 0 0 0.3
0 0 3 3 0 3 4 2 3 0 3 3 1 4 2 2 0 6 0.21
36 0 32 107 0 0 0 0 34 42 0 49 0 0 30 0 34 33 0.5
4 0 1 0 1 6 0 1 0 5 0 0 1 0 1 0 0 0 0.11
0 1 0 3 0 0 0 0 2 6 3 0 0 3 3 0 3 0 0.13
1 5 1 2 0 0 0 0 6 0 0 2 2 0 3 0 0 3 0.13
1 0 0 4 1 0 3 2 0 1 0 0 0 0 3 0 0 2 0.09
45 19 24 0 31 24 0 0 35 0 1 7 34 0 0 10 33 0 0.54
0 1 6 3 7 4 1 0 5 0 4 0 1 0 11 7 4 5 0.32
0 4 18 0 3 3 7 0 10 17 7 2 1 13 0 12 0 2 0.43
47 22 47 0 0 34 0 0 0 48 38 10 0 15 35 0 0 0 0.5
31 137 12 14 0 0 31 140 5 67 40 0 37 0 0 0 0 0 0.52
8 12 0 14 2 1 18 15 11 4 1 5 3 1 3 6 0 0 0.46
3 11 0 4 3 0 4 3 0 10 2 3 3 6 0 1 2 8 0.34
3 3 6 0 0 0 0 0 0 0 0 0 0 0 2 0 4 0 0.09
0 4 0 0 0 3 0 0 16 3 0 0 0 0 0 11 1 0 0.17
0 1 0 0 0 1 0 0 3 4 0 0 0 0 0 3 3 0 0.08
0 0 0 1 2 0 0 2 0 2 0 0 1 0 0 0 0 0 0.04
2 0 8 0 7 0 0 3 3 2 4 3 0 0 1 0 0 9 0.23
7 1 0 8 2 9 0 12 0 0 17 1 11 3 13 4 5 2 0.45
8 0 3 3 8 1 0 5 0 0 9 11 3 1 11 13 7 0 0.43
0 4 0 0 0 0 0 6 0 0 0 3 0 0 3 4 0 3 0.12
0 18 46 0 143 31 29 88 0 110 45 0 20 0 37 39 16 0 0.66
1 1 1 6 6 0 0 0 0 4 0 0 0 3 0 0 0 4 0.14
0 0 0 1 0 3 0 3 4 1 0 0 6 0 0 0 3 0 0.11
58 0 29 59 0 0 3 28 0 0 36 31 32 0 0 0 30 44 0.51
26 0 15 0 0 25 0 0 0 28 0 0 42 12 28 42 7 7 0.52
1 3 3 0 0 0 0 0 0 0 0 0 1 6 0 0 0 5 0.1
34 35 16 31 0 0 14 8 20 0 33 35 0 84 36 0 0 0 0.6
0 16 68 27 0 0 43 24 52 8 6 47 24 31 0 0 28 2 0.64
8 6 21 0 2 19 1 3 3 17 1 3 9 3 0 3 4 0 0.42
102 35 12 0 40 39 24 32 0 9 20 0 0 32 45 0 59 37 0.71
7 13 0 5 2 0 0 10 2 0 0 9 0 2 3 8 0 0 0.32
0 0 2 6 1 4 0 1 0 3 0 2 3 4 3 0 0 4 0.18
1 1 8 0 13 1 3 2 14 0 2 8 0 0 4 3 3 4 0.33
5 1 0 4 15 4 2 0 0 9 3 11 0 5 3 0 14 7 0.4
5 2 17 6 3 5 0 3 6 0 1 3 11 2 3 1 16 8 0.43
4 8 13 12 0 0 4 1 0 11 2 3 0 3 11 8 3 4 0.44
10 0 2 3 0 2 0 0 5 0 0 0 0 0 10 2 6 4 0.24
8 9 9 6 4 1 0 0 7 11 2 0 0 0 9 0 0 1 0.36
0 0 0 5 0 1 0 3 1 1 4 0 2 0 1 0 0 5 0.12
1 1 1 0 6 2 0 0 3 0 0 0 4 0 0 1 0 1 0.11
5 0 0 0 17 22 0 7 0 48 0 0 35 24 0 25 38 45 0.51
1 3 0 0 0 2 0 0 0 0 2 0 0 0 0 0 0 0 0.04
0 3 0 3 0 0 0 4 0 0 0 0 1 0 0 2 0 4 0.09
3 18 2 0 3 11 0 9 1 0 16 0 0 8 0 19 11 0 0.42
0 0 2 3 3 4 0 1 0 16 1 2 12 1 2 2 1 0 0.23
14 10 8 4 3 19 5 18 12 1 8 0 0 2 17 7 13 1 0.6
1 2 3 5 6 0 0 2 2 2 3 0 3 3 0 3 0 2 0.2
5 0 0 0 3 1 0 2 1 4 3 0 4 1 0 0 3 0 0.15
1 2 0 3 1 4 4 3 0 6 1 2 8 0 2 8 11 6 0.33
0 2 0 3 14 7 7 3 3 9 8 5 1 0 0 0 3 7 0.37
0 7 3 9 5 0 0 0 6 14 2 0 0 8 7 0 0 0 0.31
29 0 22 37 41 0 0 15 0 114 19 45 23 22 17 0 150 0 0.66
32 38 50 0 0 33 26 34 0 11 0 147 128 34 12 0 3 48 0.68
2 10 7 3 11 3 0 9 2 3 19 1 0 11 11 3 0 4 0.48
1 0 8 1 0 6 22 0 2 7 10 13 0 6 18 4 0 0 0.41
0 11 2 4 0 1 6 14 1 9 2 8 0 0 14 8 0 4 0.41
31 30 0 0 0 20 36 0 0 0 44 2 0 41 142 0 0 40 0.45
0 1 17 5 1 13 0 0 3 20 12 20 10 2 0 2 2 17 0.47
0 0 0 0 0 0 3 3 0 0 0 2 0 1 5 0 6 2 0.12
38 0 0 0 32 45 6 0 5 0 2 0 59 70 0 33 34 51 0.51
27 17 77 0 122 24 30 40 37 33 4 0 0 18 38 0 38 33 0.74
0 1 3 17 12 0 8 0 13 1 2 0 2 3 3 0 1 0 0.3
2 6 2 4 0 3 0 1 3 0 2 2 1 0 0 6 0 0 0.17
0 7 0 8 0 0 0 1 3 13 5 0 4 2 0 0 0 0 0.22
4 0 0 0 0 0 0 0 0 0 0 1 0 0 3 0 0 4 0.06
0 1 0 0 5 0 2 1 1 0 6 0 1 0 0 0 5 1 0.12
0 0 2 0 0 4 0 0 2 3 0 0 3 0 0 6 0 1 0.11
7 8 8 17 9 0 5 3 0 2 8 0 0 0 8 1 0 10 0.43
0 22 0 0 2 4 21 0 4 0 0 22 0 0 2 3 0 2 0.26
0 24 0 0 28 32 119 0 29 0 18 42 0 59 2 38 0 39 0.56
0 0 1 10 6 3 2 1 4 6 14 22 0 3 7 0 2 3 0.37
0 0 22 5 0 0 6 14 0 6 2 0 5 0 14 12 3 14 0.42
6 0 13 8 0 0 1 0 10 10 0 10 0 3 3 1 0 8 0.38
2 10 0 4 2 0 0 0 3 0 1 0 1 9 3 0 0 9 0.24
0 7 0 1 0 1 1 13 0 1 1 4 6 0 0 3 4 2 0.22
47 145 4 0 84 24 110 46 19 159 0 0 28 106 43 10 0 32 0.74
3 0 0 0 0 4 1 0 3 0 1 0 0 4 0 2 0 0 0.1
2 3 0 0 12 0 8 7 5 14 0 1 7 6 18 4 0 0 0.4
0 33 40 39 0 51 42 32 0 47 39 39 0 19 37 82 44 51 0.77
0 131 0 0 0 0 27 33 0 9 0 0 0 6 20 32 50 0 0.41
0 0 7 10 7 0 0 12 6 6 3 0 0 2 7 6 0 0 0.35
0 0 0 7 0 3 18 2 8 9 3 0 10 1 2 10 0 0 0.36
0 0 18 0 3 4 0 0 0 1 0 9 0 0 4 8 0 0 0.21
2 0 2 0 1 0 6 0 2 0 1 0 1 0 1 0 0 3 0.1
0 1 0 1 8 5 14 19 0 2 1 19 0 9 3 10 7 3 0.44
6 1 4 3 1 3 3 4 1 0 3 7 0 3 2 3 9 0 0.29
2 0 1 0 1 2 0 0 2 0 5 3 2 0 0 4 0 0 0.12
2 3 2 0 1 0 4 3 0 0 0 0 0 2 0 5 0 0 0.12
0 0 0 12 0 1 11 2 10 13 2 8 0 0 2 7 5 1 0.37
0 1 0 0 3 3 6 3 10 0 0 0 0 18 0 0 13 13 0.31
6 0 1 24 0 5 0 12 0 8 19 1 12 7 0 2 9 12 0.49
12 0 10 0 3 3 6 5 0 2 9 7 0 11 1 2 6 0 0.41
10 6 0 1 0 9 0 2 2 0 1 5 7 6 9 16 0 10 0.43
0 0 0 0 0 119 29 0 0 9 0 0 31 42 0 0 0 31 0.32
0 2 2 0 4 0 2 0 0 0 5 0 0 0 0 0 1 0 0.08
0 0 0 2 1 0 10 1 0 11 0 8 4 10 3 0 0 1 0.27
0 0 0 0 3 1 0 11 7 7 12 0 9 0 0 16 0 3 0.33
0 5 0 1 0 5 0 0 2 3 0 0 1 0 0 2 0 0 0.1
0 3 0 0 0 0 1 1 0 0 1 0 0 0 6 0 0 4 0.08
0 3 15 0 0 7 9 0 9 7 9 8 0 14 10 4 11 1 0.53
9 10 3 0 0 0 8 0 0 0 0 0 0 8 1 0 9 0 0.26
6 7 0 8 1 5 0 8 15 0 8 0 5 14 2 0 5 3 0.43
22 0 0 43 52 0 0 48 84 0 45 23 0 38 35 0 0 38 0.55
0 0 3 0 0 0 0 0 1 0 0 1 3 0 0 6 0 5 0.1
0 36 35 41 35 0 0 0 0 32 35 21 0 8 50 56 0 13 0.6
6 3 0 10 0 2 8 0 14 22 2 2 7 0 0 3 7 19 0.44
1 0 1 1 0 4 4 0 1 2 0 0 3 0 2 3 0 0 0.12
0 0 0 0 0 0 0 0 2 3 0 0 0 0 0 2 0 6 0.07
0 0 2 1 2 0 6 0 1 1 1 1 0 0 3 4 3 5 0.16
0 0 36 17 0 0 84 17 14 40 0 0 22 0 41 0 40 0 0.5
4 9 5 1 7 4 4 0 1 0 0 5 9 9 5 6 17 6 0.47
0 0 0 23 4 0 0 10 40 45 0 86 0 38 24 0 22 0 0.46
50 46 0 0 31 0 33 37 21 8 33 28 0 40 72 26 0 43 0.71
0 13 39 32 50 0 14 23 0 33 0 15 33 56 17 22 0 36 0.72
8 0 0 0 0 1 4 8 0 0 5 5 9 7 0 1 0 0 0.26
0 59 0 46 41 25 37 43 0 4 0 26 49 34 7 0 48 10 0.67
3 0 0 0 4 2 5 4 3 0 0 13 2 1 2 3 0 18 0.27
0 6 0 0 0 0 0 0 0 1 0 4 0 0 4 1 0 0 0.08
1 0 0 2 5 12 2 4 1 3 1 3 1 22 5 4 3 1 0.31
0 0 35 136 34 29 21 1 13 2 21 112 0 0 34 0 2 4 0.55
5 0 0 42 0 0 0 32 0 0 1 49 48 18 0 95 0 50 0.42
0 22 0 0 0 0 0 91 0 24 0 0 40 7 40 45 0 0 0.37
11 0 4 0 0 1 4 8 1 23 1 3 14 8 3 0 0 3 0.36
2 0 3 0 2 1 0 3 8 6 12 10 4 4 7 2 3 9 0.41
31 34 4 0 47 27 52 49 75 0 35 0 0 24 54 0 48 0 0.63
0 0 2 8 3 3 17 1 9 1 0 0 3 24 0 10 0 8 0.37
0 4 6 2 2 0 19 0 1 1 0 0 8 14 12 0 0 0 0.3
17 0 16 0 0 19 47 39 0 0 46 50 0 0 34 39 0 13 0.55
14 0 0 12 0 0 64 57 0 32 0 0 41 0 0 35 31 0 0.44
3 13 13 6 0 0 14 6 6 14 3 8 2 0 6 3 1 0 0.46
0 0 3 0 0 0 0 0 3 4 0 0 0 0 2 3 0 0 0.08
5 0 3 0 0 0 0 0 0 0 3 0 0 4 0 2 3 0 0.11
15 0 0 21 35 0 17 11 135 0 17 3 35 0 0 0 152 0 0.51
10 4 18 0 13 13 1 17 14 0 0 10 2 1 10 21 0 2 0.55
0 1 0 0 2 7 15 12 7 0 0 4 5 0 0 22 9 4 0.38
12 1 8 18 1 11 2 1 12 0 0 3 3 10 1 0 0 2 0.39
6 7 4 3 7 1 7 21 4 0 3 10 3 0 2 0 2 2 0.39
0 14 6 10 9 3 7 0 1 10 5 3 0 3 8 0 2 12 0.48
3 2 2 0 3 10 11 5 0 0 4 0 0 10 5 0 2 0 0.31
0 2 2 6 0 6 6 0 6 4 1 10 6 3 0 3 3 3 0.33
1 5 0 0 9 1 0 3 5 1 0 17 5 10 0 0 0 10 0.33
0 10 0 18 95 35 38 40 13 0 26 36 0 28 11 0 39 0 0.66
6 0 6 0 0 2 10 13 0 10 2 1 1 4 8 1 12 11 0.45
10 12 9 8 0 2 9 3 7 12 0 0 2 0 13 3 24 8 0.56
11 9 0 5 0 3 0 1 0 4 1 1 0 3 0 9 12 0 0.31
0 0 26 68 16 30 0 33 0 40 8 6 0 41 0 0 21 0 0.52
0 0 24 155 0 49 0 0 0 38 41 32 35 31 14 52 33 10 0.66
17 16 0 52 35 22 0 41 17 0 0 5 28 0 19 37 4 0 0.6
7 0 5 0 5 6 0 0 10 17 0 0 3 0 17 11 9 0 0.41
0 0 4 16 12 18 7 0 0 3 7 9 0 0 0 0 8 3 0.39
0 0 96 44 0 33 31 14 0 19 23 0 0 39 0 0 40 99 0.55
0 0 1 0 8 6 10 8 0 0 3 0 3 4 4 0 0 0 0.26
6 0 12 10 0 2 3 4 0 5 3 5 0 19 2 8 15 0 0.43
0 3 6 0 21 0 2 4 9 9 3 0 3 8 2 9 10 6 0.46
1 3 2 1 0 3 1 3 0 2 2 0 2 3 0 0 2 0 0.13
0 27 0 0 35 26 7 24 46 64 0 13 32 32 4 84 0 29 0.67
2 2 0 0 0 2 0 0 0 0 3 0 1 0 0 1 0 0 0.06
1 13 0 9 2 7 3 0 0 0 4 0 0 3 1 0 6 11 0.31
2 2 0 0 1 9 5 0 4 23 1 2 5 21 1 12 0 4 0.36
2 16 10 1 0 6 24 6 0 14 9 4 0 9 0 0 2 0 0.43
12 10 0 3 4 5 0 0 2 2 2 4 2 19 1 8 6 0 0.38
0 12 14 5 4 9 1 2 1 2 16 0 0 1 5 8 0 1 0.38
0 3 1 3 6 0 9 6 1 0 0 0 0 3 1 13 3 10 0.31
0 4 0 0 0 0 0 0 1 0 0 0 0 6 0 0 0 3 0.07
0 6 0 2 2 0 0 0 0 1 1 0 3 1 0 2 0 0 0.1
3 2 7 10 3 1 0 2 11 10 0 2 0 2 1 1 0 1 0.3
1 5 0 10 6 6 13 0 0 14 0 0 0 6 3 0 3 1 0.33
