0 0 2 0 9 3 4 3 4 4 0 15 3 12 3 0 7 1 4 6 2 23 0 3 13 0.39
2 5 1 0 0 0 0 0 11 3 0 3 3 3 0 3 13 0 0 0 4 1 0 0 3 0.2
34 0 0 0 6 0 41 32 0 0 58 8 0 0 50 46 49 0 0 14 27 24 54 39 0 0.53
2 63 0 0 0 0 39 37 31 10 0 47 47 88 30 48 0 40 1 1 0 35 0 26 51 0.57
0 0 6 10 2 1 3 3 0 3 17 9 3 0 0 12 11 1 0 7 8 0 0 5 0 0.36
4 1 0 0 2 1 0 0 2 1 1 0 3 2 4 0 0 0 0 1 0 1 0 0 0 0.09
1 0 5 0 0 2 0 0 3 3 2 0 0 8 0 7 1 0 3 5 0 0 0 0 6 0.18
2 0 2 4 2 0 3 0 0 2 1 0 0 1 0 0 4 0 0 2 0 0 0 0 0 0.09
0 0 3 2 0 0 0 1 3 3 0 1 1 2 0 0 2 2 4 1 4 0 0 0 0 0.11
1 0 0 0 0 0 0 3 0 3 2 3 0 1 0 0 0 0 0 2 1 2 5 0 3 0.1
0 7 4 0 1 9 3 1 0 0 1 10 3 0 0 0 4 10 0 0 0 6 1 0 8 0.27
3 11 3 3 0 1 0 0 0 4 0 9 3 2 0 11 5 4 4 0 22 9 0 0 1 0.32
5 3 1 1 0 0 6 3 1 2 0 0 0 0 0 0 1 0 1 0 1 1 3 0 0 0.11
0 1 2 2 4 3 5 0 2 3 0 6 0 0 0 3 4 0 2 1 0 3 0 0 2 0.17
5 7 0 4 1 0 0 3 2 2 0 0 0 11 11 1 0 13 6 6 12 0 0 3 14 0.36
0 3 0 1 0 2 0 0 0 1 0 0 0 4 0 0 0 1 0 0 0 4 0 0 0 0.06
1 0 3 0 0 3 0 0 0 3 0 1 2 1 2 2 0 1 0 0 2 0 4 0 0 0.1
3 0 0 3 2 7 6 3 6 5 0 9 1 1 23 11 6 8 11 0 2 0 0 0 0 0.36
6 0 0 2 6 0 1 0 0 0 0 4 4 0 0 0 0 1 0 0 0 0 0 0 3 0.1
11 1 0 0 0 0 9 19 2 1 0 1 14 0 20 1 6 12 4 3 1 10 3 3 0 0.38
10 0 0 0 3 0 6 0 0 0 6 1 2 0 9 3 0 6 22 0 0 0 5 2 6 0.27
1 4 9 4 4 0 0 0 0 10 3 3 1 1 6 16 6 1 23 0 11 4 16 2 4 0.41
5 0 7 0 2 5 2 3 0 1 16 0 1 0 0 2 0 0 9 0 0 1 3 0 0 0.2
12 0 21 40 0 47 0 50 2 26 0 0 40 0 37 0 31 16 38 42 2 39 0 47 34 0.61
1 23 0 11 6 3 16 0 6 3 0 16 6 6 6 4 12 1 7 15 0 0 4 3 6 0.48
1 0 14 3 1 4 3 2 5 7 2 7 9 5 9 14 20 3 1 4 5 12 14 8 0 0.51
1 1 2 9 19 0 3 4 18 3 24 0 15 3 7 17 4 18 9 21 0 18 8 3 8 0.58
40 49 3 33 38 32 0 36 0 9 26 16 0 30 0 0 0 0 0 0 8 35 48 50 0 0.56
0 2 0 0 4 2 0 0 0 0 3 0 0 0 0 1 4 2 0 0 5 0 0 2 0 0.1
40 87 21 17 16 0 14 36 0 0 0 45 6 40 39 0 9 0 0 0 0 31 117 0 0 0.54
0 0 1 0 6 6 0 4 6 0 3 0 17 1 12 0 0 13 21 3 2 0 3 1 0 0.3
9 0 132 9 0 31 34 41 0 34 0 0 0 0 36 47 0 0 34 12 0 31 34 47 14 0.59
0 10 8 0 3 0 0 6 10 0 1 3 0 19 8 10 0 6 5 0 7 9 3 4 0 0.41
0 11 0 0 0 6 10 2 1 17 3 4 1 9 0 0 6 0 0 0 2 1 0 2 0 0.26
0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 4 0 1 0.05
0 0 0 5 7 6 0 4 7 0 0 7 0 0 0 0 9 13 17 5 5 1 2 0 0 0.31
0 3 0 1 3 0 0 0 0 0 0 0 0 5 1 0 0 1 0 0 0 3 0 0 0 0.06
18 0 47 16 0 0 26 0 5 57 10 41 17 0 0 0 48 46 31 31 31 1 28 0 0 0.58
12 3 0 2 0 1 0 3 4 3 1 2 3 1 1 5 4 0 4 3 13 2 6 11 8 0.34
0 2 3 0 2 0 1 0 0 0 0 2 0 0 0 0 3 2 0 3 0 0 0 0 0 0.07
14 3 1 2 0 14 17 3 0 2 0 5 7 3 6 0 2 1 1 14 1 8 0 10 9 0.41
0 4 3 3 0 0 0 6 0 2 2 0 6 0 1 11 3 2 2 0 0 0 18 7 14 0.28
0 0 0 0 17 17 0 0 14 39 0 23 35 0 0 50 22 93 24 43 29 0 0 0 33 0.52
1 2 0 1 1 0 0 0 3 0 1 1 0 2 0 0 0 0 4 0 0 0 0 0 0 0.06
1 0 0 2 2 8 10 0 3 1 2 0 0 0 2 7 0 0 13 14 3 1 0 1 0 0.25
45 41 46 41 0 0 0 42 46 45 34 0 41 32 42 17 0 43 0 37 0 46 0 40 46 0.68
0 4 2 2 0 0 1 2 0 2 0 1 0 0 3 0 2 1 0 0 2 4 0 1 1 0.11
2 0 4 14 11 10 8 0 14 0 6 0 0 3 0 13 0 7 0 0 3 3 3 7 0 0.38
9 9 20 8 0 9 0 1 3 1 0 3 0 0 8 2 0 6 21 0 1 0 5 11 6 0.4
0 0 0 8 0 0 1 0 11 0 17 6 13 3 8 0 0 0 1 6 4 3 12 12 0 0.36
6 3 0 0 3 0 0 2 5 2 0 5 0 0 0 0 1 2 0 0 6 0 3 0 0 0.15
6 8 3 0 13 10 2 5 0 14 5 2 4 0 0 0 0 2 0 10 0 0 3 7 15 0.38
6 8 11 3 2 5 14 8 1 2 8 8 3 7 5 0 17 9 0 0 11 9 5 6 3 0.55
6 0 0 0 19 1 5 0 0 10 8 3 0 6 12 4 4 0 9 1 0 0 0 1 1 0.31
3 0 2 1 0 0 5 10 0 5 0 1 0 0 0 3 0 0 0 0 0 3 13 1 0 0.17
12 25 39 7 0 0 40 14 105 42 28 7 78 51 40 0 2 16 3 129 36 96 0 18 35 0.75
4 0 0 0 0 6 0 1 0 4 0 0 3 4 6 0 2 0 0 0 4 0 6 2 2 0.17
0 0 6 12 4 3 4 0 3 0 2 2 0 1 0 12 4 1 0 0 0 14 0 4 3 0.26
17 9 0 7 27 34 22 43 0 0 29 0 2 33 0 37 32 0 0 2 46 8 10 41 92 0.63
0 0 0 6 7 10 5 0 3 0 0 16 10 0 1 0 0 14 1 13 0 6 4 0 0 0.33
2 16 4 0 3 7 8 11 9 0 0 0 9 5 0 0 0 0 0 6 4 3 0 5 3 0.35
83 5 0 0 0 55 29 48 0 0 0 0 0 30 7 39 49 40 74 0 63 38 93 35 36 0.6
0 34 54 0 0 32 18 2 21 34 34 0 32 0 21 17 33 0 44 15 92 55 0 26 40 0.68
0 0 7 5 0 6 0 0 0 0 2 4 4 5 1 3 1 0 12 1 0 1 3 0 0 0.21
1 0 1 0 10 0 0 0 2 5 0 0 11 0 1 9 17 0 0 13 0 13 1 0 0 0.28
0 0 0 0 0 19 0 0 6 15 3 3 10 9 0 6 9 4 1 1 10 0 1 6 6 0.37
3 0 1 0 0 1 2 1 3 0 0 4 3 0 1 0 0 0 0 0 0 2 1 5 0 0.1
0 2 3 3 0 0 19 10 5 1 1 1 0 0 2 0 0 3 3 0 7 2 6 5 7 0.28
45 152 31 19 41 5 93 80 52 48 35 21 54 45 2 13 37 50 32 89 0 23 27 39 43 0.9
0 6 1 6 0 3 0 3 0 3 0 1 0 0 3 0 4 0 2 0 1 4 0 6 0 0.17
0 1 0 0 0 0 6 0 0 3 0 6 0 0 2 1 0 0 6 0 0 0 0 0 1 0.1
0 33 37 24 23 54 19 34 0 19 0 37 36 49 21 19 38 0 34 0 47 0 0 0 0 0.64
1 2 0 24 0 0 1 1 23 13 12 19 5 11 12 11 0 21 0 1 4 15 2 2 0 0.47
0 0 0 1 0 3 1 0 3 0 0 0 0 0 2 0 0 0 0 0 3 4 2 0 0 0.07
1 1 0 0 5 3 0 0 0 3 4 0 0 0 1 0 3 1 0 0 2 5 0 0 2 0.12
0 1 0 0 0 0 0 3 0 3 3 0 0 0 0 0 0 3 0 0 0 1 1 0 0 0.06
0 3 0 0 0 1 3 1 1 0 0 0 0 1 0 0 1 4 0 2 3 0 0 3 0 0.09
37 34 0 0 14 0 24 0 42 0 0 0 0 0 0 37 0 39 0 44 0 0 34 36 37 0.44
0 0 0 0 0 38 0 17 37 1 17 22 38 19 27 35 0 35 0 0 67 4 0 0 31 0.5
4 1 5 4 14 6 0 14 19 0 0 7 10 9 7 2 4 0 0 3 1 7 16 7 5 0.48
0 51 77 11 38 46 0 89 41 0 0 15 47 33 0 0 125 40 0 26 27 27 51 31 51 0.72
1 19 2 2 8 1 0 0 3 0 0 0 3 0 5 4 5 9 14 0 6 0 2 1 5 0.3
0 57 0 0 0 0 0 0 0 0 16 91 0 0 38 27 0 23 0 0 39 32 0 24 26 0.4
0 5 10 7 5 0 5 0 3 6 3 0 3 0 0 6 6 13 14 8 0 11 3 0 0 0.4
3 0 11 3 3 3 0 1 24 2 7 0 5 0 5 3 2 0 5 9 7 7 4 0 4 0.37
16 42 40 36 0 27 152 16 48 0 41 0 47 0 39 40 0 0 0 3 36 137 0 13 9 0.64
9 0 0 0 0 2 47 0 33 0 0 39 28 0 26 24 34 40 32 15 0 125 32 8 0 0.55
3 0 0 6 0 5 11 0 0 0 2 18 3 7 3 2 0 5 0 12 0 4 4 0 0 0.29
0 0 4 0 0 0 0 0 4 2 0 0 0 2 0 0 0 0 0 0 0 1 0 0 1 0.05
0 2 0 40 28 40 47 0 9 0 133 0 39 0 0 0 0 0 12 0 13 5 35 0 0 0.42
0 6 8 1 0 4 0 0 2 2 1 0 0 0 0 10 0 2 9 1 0 11 1 0 5 0.24
15 0 3 3 2 4 0 1 0 13 6 8 5 3 5 1 11 0 8 2 0 5 6 3 1 0.38
1 4 13 2 17 0 10 0 9 3 1 1 3 13 7 4 2 3 6 5 16 3 0 5 5 0.45
3 0 0 0 51 4 0 50 74 5 0 0 21 35 2 8 0 3 0 53 98 0 76 38 12 0.5
0 1 0 0 2 0 0 8 9 0 0 15 19 6 6 0 0 3 0 13 0 3 0 19 9 0.34
3 2 16 12 6 2 0 8 8 0 2 0 3 9 0 2 5 2 2 5 0 5 5 14 0 0.39
0 5 0 2 0 2 12 0 13 10 0 9 12 0 9 8 2 0 14 0 0 4 0 2 11 0.41
6 0 3 0 10 5 10 0 10 11 2 0 1 0 6 0 3 3 0 11 0 1 8 10 7 0.41
3 19 6 2 7 1 5 0 14 0 0 5 0 6 2 0 0 2 4 0 0 12 0 0 0 0.29
17 12 0 3 0 0 13 1 3 0 0 9 5 1 0 3 3 8 9 0 5 7 0 10 0 0.38
0 5 0 3 17 13 3 9 0 1 18 0 9 7 0 5 11 0 13 7 0 10 0 0 0 0.43
0 0 6 0 0 0 8 7 6 0 0 0 1 5 0 0 13 0 0 5 0 11 2 8 0 0.27
0 50 15 0 84 34 48 8 0 0 36 17 42 0 0 0 0 40 38 0 0 45 18 39 12 0.59
5 0 0 2 0 0 2 0 1 0 0 1 0 2 2 0 0 2 0 3 0 0 0 0 0 0.07
2 1 0 0 0 0 0 3 0 1 0 0 0 0 3 0 3 0 0 1 0 0 1 3 0 0.07
13 38 29 21 0 0 26 71 36 0 0 37 0 0 0 0 38 34 31 73 53 23 29 37 27 0.68
4 1 3 3 0 0 0 0 5 0 0 0 3 0 2 4 0 0 0 0 2 6 1 0 0 0.13
4 2 2 3 3 0 3 0 0 2 0 4 0 0 0 6 0 3 4 0 3 0 0 0 5 0.17
0 9 0 0 0 3 3 9 0 0 9 0 2 0 0 0 8 6 0 9 1 8 0 0 0 0.26
8 16 11 3 5 13 3 1 0 0 1 10 0 0 0 18 8 11 0 4 0 3 0 11 3 0.43
0 0 0 0 0 0 6 0 0 4 2 0 4 1 0 0 0 0 4 0 0 1 2 1 0 0.1
47 38 32 35 39 0 148 32 0 19 61 33 22 0 0 36 22 41 0 19 0 31 36 0 0 0.68
39 17 0 39 21 56 0 0 0 0 60 0 20 0 37 19 0 83 21 0 34 39 32 3 0 0.57
0 4 0 12 17 0 12 7 11 9 0 1 0 0 0 12 4 4 0 3 1 0 0 0 9 0.36
33 81 0 0 24 19 28 23 0 0 10 0 5 37 0 0 0 49 7 0 41 20 27 50 0 0.56
7 34 0 0 0 0 53 23 6 17 11 0 6 51 0 0 0 29 4 10 12 16 33 0 52 0.57
5 0 9 2 8 7 4 1 14 6 6 2 2 0 2 4 4 8 0 2 2 7 11 1 7 0.43
11 1 1 3 1 0 1 0 4 7 8 0 8 16 3 2 1 0 15 5 1 2 7 7 1 0.37
0 0 0 0 0 1 0 0 0 0 3 2 3 0 0 1 0 0 1 0 4 2 0 0 6 0.09
1 6 18 0 0 1 0 0 3 0 3 1 3 6 13 22 2 3 1 3 8 1 4 0 9 0.34
23 10 0 24 0 43 5 41 0 92 29 0 9 0 0 0 0 1 0 13 0 51 29 0 31 0.5
11 6 2 0 0 8 15 8 0 13 8 1 2 1 24 3 0 0 4 1 0 17 0 3 13 0.42
0 0 1 0 0 5 0 0 0 2 15 0 8 0 19 0 0 11 10 9 0 4 12 0 3 0.32
0 4 0 0 2 0 0 0 0 0 0 1 0 0 4 3 0 0 0 0 0 0 0 0 4 0.07
3 0 0 0 0 0 3 0 0 4 7 4 0 9 0 0 0 7 8 2 8 3 10 0 10 0.31
0 6 0 9 0 2 0 0 3 0 0 12 8 8 3 3 5 3 2 4 13 8 4 0 1 0.35
0 33 5 21 47 12 46 29 153 0 21 0 12 0 31 0 0 0 16 0 0 0 26 0 7 0.52
0 0 0 0 0 0 3 0 17 2 1 0 0 0 1 0 0 15 11 0 2 0 0 0 0 0.15
0 3 0 1 2 0 0 3 3 2 0 0 1 0 1 2 0 0 2 0 0 0 2 0 3 0.1
0 0 0 4 4 0 2 0 0 6 0 0 0 5 0 0 7 0 3 3 16 3 9 7 5 0.27
2 4 2 8 1 5 1 12 2 2 5 4 4 6 8 5 0 16 3 9 0 5 4 6 7 0.45
0 1 2 8 0 2 0 9 6 6 20 0 3 8 2 2 5 2 0 0 0 1 1 3 1 0.28
3 0 0 6 1 2 6 2 3 1 0 2 0 1 0 0 0 1 0 0 1 4 2 0 4 0.15
0 0 0 2 1 1 0 0 0 0 0 2 3 0 0 0 0 0 0 5 0 0 3 0 6 0.09
0 1 0 3 1 0 2 3 2 1 3 2 0 2 24 0 0 12 1 1 0 5 1 6 1 0.21
8 2 3 1 0 2 0 4 0 10 0 0 1 0 5 13 1 2 2 1 0 4 0 7 0 0.25
6 0 0 0 5 14 0 11 0 4 5 1 0 0 4 0 0 0 0 1 13 7 10 3 14 0.34
0 0 0 0 1 0 6 6 0 5 0 0 0 0 0 0 3 0 5 3 0 1 5 0 0 0.13
0 3 1 0 10 0 3 8 0 0 2 2 11 0 0 0 0 13 0 0 0 14 4 3 0 0.26
2 1 3 2 0 0 2 5 5 5 3 11 0 0 6 1 1 3 5 23 11 0 0 5 2 0.32
2 2 0 2 1 0 0 0 0 1 0 0 18 1 1 2 0 0 17 2 8 0 9 2 0 0.21
0 9 0 0 0 0 7 0 0 2 7 15 8 7 11 4 5 0 0 6 7 9 0 15 0 0.4
0 0 3 1 4 6 0 3 0 0 0 2 0 2 0 0 1 4 0 0 0 0 0 0 0 0.1
28 42 34 44 0 0 0 15 16 28 3 0 33 37 16 0 73 30 0 59 38 37 33 39 0 0.69
2 0 0 4 0 1 3 0 3 0 16 3 0 0 7 0 0 17 1 0 3 0 2 0 0 0.19
38 0 0 34 11 35 49 157 14 50 17 0 38 31 55 118 0 27 137 23 35 36 46 0 0 0.76
50 4 41 47 32 0 45 4 42 11 32 0 33 0 0 35 28 41 38 48 33 0 0 0 0 0.63
0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 3 6 0 2 0.07
0 10 38 29 0 18 31 13 0 32 35 31 0 37 0 0 0 0 44 0 0 36 2 52 29 0.56
6 0 1 0 0 6 0 3 0 0 0 0 3 0 4 0 0 0 4 0 12 0 7 12 16 0.25
0 0 4 0 2 0 0 0 3 2 0 2 0 0 3 0 3 0 0 0 6 0 3 3 0 0.12
6 1 0 1 0 0 0 0 0 0 0 0 2 0 0 2 0 2 0 3 0 0 0 0 2 0.07
21 3 7 6 9 8 4 0 7 1 0 3 0 1 12 0 7 0 3 0 1 9 14 1 14 0.43
2 6 4 0 1 0 3 5 1 10 16 14 8 9 13 0 0 10 0 18 0 0 0 0 6 0.42
1 21 4 12 10 5 0 10 7 0 9 9 1 13 2 0 0 0 0 6 0 11 1 0 3 0.43
7 0 0 24 44 23 0 14 0 47 40 41 0 0 33 37 0 36 0 0 0 14 24 31 0 0.54
2 3 0 5 0 0 0 7 0 3 0 1 13 1 3 5 6 9 0 6 0 2 0 4 10 0.3
0 0 10 7 2 0 11 10 0 1 10 0 13 9 0 0 0 0 2 2 0 3 3 0 10 0.35
1 2 5 4 3 0 2 0 9 5 2 4 6 0 3 0 1 0 7 0 1 2 12 1 7 0.29
0 1 7 3 1 8 7 0 7 0 3 0 6 0 24 6 0 18 10 1 4 3 11 11 0 0.42
3 3 3 0 3 4 13 3 9 7 0 0 3 6 0 0 1 0 0 3 4 10 1 3 22 0.34
4 0 13 0 9 6 0 0 0 0 1 0 0 10 0 18 0 1 6 2 0 6 5 2 2 0.29
3 4 3 0 2 0 1 0 0 0 1 0 0 2 1 0 3 0 0 3 2 0 0 0 0 0.1
3 3 4 7 10 1 13 0 0 0 0 1 2 1 3 6 8 1 0 0 10 8 6 7 3 0.37
0 34 0 26 114 0 30 27 0 0 30 45 26 65 29 0 32 7 32 0 16 40 0 34 41 0.66
5 0 1 2 2 0 0 4 1 1 0 0 3 0 0 0 0 0 5 0 0 3 2 2 4 0.14
6 0 0 0 14 13 1 0 6 9 0 2 1 3 0 0 0 12 0 0 24 0 0 1 5 0.29
0 0 0 0 1 5 0 3 3 0 0 1 0 0 0 0 0 4 1 1 1 0 0 0 5 0.1
37 19 18 0 0 0 0 15 0 24 1 0 0 31 7 0 48 98 96 50 0 0 87 0 38 0.51
0 0 0 42 0 0 22 38 158 29 0 0 0 4 17 5 0 37 0 0 48 23 0 0 44 0.43
1 15 5 7 0 0 0 0 1 6 4 7 8 0 13 6 0 3 2 2 0 7 0 3 10 0.36
0 1 6 2 0 3 20 0 0 2 7 4 0 15 19 3 8 3 4 4 7 13 1 0 6 0.4
1 0 8 2 0 2 6 2 1 1 22 7 2 0 1 0 5 0 0 4 4 6 0 1 1 0.25
0 16 0 0 0 7 4 4 21 6 0 4 0 22 0 0 2 9 1 2 0 9 8 6 8 0.4
127 0 16 4 31 0 33 41 19 0 26 12 24 0 36 0 35 0 0 0 0 0 6 70 31 0.56
2 3 10 12 0 0 0 15 6 0 1 0 0 3 0 0 7 0 9 2 2 14 0 5 11 0.36
0 0 0 0 0 3 4 1 0 0 4 3 4 0 2 3 0 3 1 0 0 0 0 1 0 0.11
43 43 23 38 36 0 0 45 15 142 0 48 0 24 24 0 49 0 26 47 2 0 25 0 23 0.64
0 8 17 5 0 0 0 7 0 0 0 8 0 0 0 0 0 1 10 0 13 0 0 0 13 0.27
1 0 0 0 0 0 3 0 0 0 0 0 1 0 3 0 0 4 3 0 2 3 1 2 0 0.09
11 0 0 0 0 3 1 6 0 0 3 0 0 0 2 3 8 0 10 1 3 10 0 9 0 0.27
5 0 0 0 5 1 0 0 3 2 1 4 3 1 5 0 3 4 1 3 2 0 0 0 3 0.18
0 1 1 0 0 2 0 1 2 0 0 0 1 2 2 0 1 0 0 2 3 3 0 0 0 0.08
0 1 6 0 2 2 0 2 0 0 0 0 0 0 0 2 0 0 0 2 0 0 2 0 4 0.09
0 0 9 0 34 36 0 4 16 29 59 27 40 0 0 44 23 36 117 1 0 50 0 0 48 0.57
0 1 10 0 0 0 0 6 1 3 3 0 0 1 9 10 2 0 5 1 2 9 0 6 0 0.27
0 0 4 0 1 0 0 0 4 2 3 0 0 4 3 0 3 4 1 2 1 0 0 0 0 0.12
11 8 3 15 0 0 2 6 0 0 0 8 1 2 3 0 8 0 0 0 1 9 3 1 0 0.29
3 0 0 0 1 0 17 3 2 6 1 2 12 3 0 1 1 0 0 0 2 0 9 14 9 0.29
0 0 6 16 0 1 2 1 0 10 0 10 0 7 0 8 8 2 0 17 1 0 15 0 11 0.38
0 5 0 0 3 0 2 3 0 0 0 0 2 0 0 4 1 0 5 4 3 3 3 2 3 0.17
0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0.02
1 0 4 0 4 0 12 14 0 6 0 5 2 6 1 0 1 13 8 5 22 9 2 4 1 0.39
9 5 0 18 0 2 0 0 0 10 6 0 3 0 0 14 0 0 0 9 19 0 14 0 2 0.34
0 5 10 2 0 14 9 23 1 1 5 7 0 10 7 0 23 0 2 5 1 0 3 10 1 0.43
0 8 0 13 0 0 2 0 1 0 1 8 0 2 3 8 0 3 7 8 3 7 18 9 2 0.36
7 1 2 0 0 0 0 3 13 13 5 1 23 9 8 7 0 2 2 14 3 6 2 21 0 0.43
3 12 5 5 2 13 0 19 3 0 0 2 15 0 6 12 2 10 0 0 10 5 1 1 7 0.44
2 0 3 0 0 1 0 0 3 0 0 0 1 0 0 0 0 0 0 3 3 2 0 0 0 0.07
0 1 1 1 0 3 2 0 2 0 0 0 1 0 0 0 0 0 5 0 0 0 0 0 0 0.06
0 5 0 0 0 0 2 1 0 0 0 0 0 6 4 0 0 0 0 0 0 0 0 0 0 0.07
0 2 1 15 1 17 7 0 4 1 5 1 3 0 1 2 0 3 5 4 2 2 3 0 0 0.26
0 0 2 13 1 3 0 5 0 0 0 6 17 12 2 0 3 2 21 6 2 2 1 1 0 0.3
0 0 0 1 0 0 0 0 0 1 0 0 5 3 0 0 1 3 0 4 3 0 0 0 0 0.08
18 14 27 0 9 25 0 0 38 0 0 24 47 34 0 20 0 0 11 8 0 9 44 0 0 0.54
16 33 0 0 26 46 47 0 0 0 0 50 49 0 0 26 0 0 31 0 0 17 17 97 45 0.52
0 8 0 3 7 3 4 6 0 1 6 18 0 0 3 0 1 10 2 2 0 5 4 2 3 0.32
5 7 10 0 0 3 10 3 0 5 13 0 1 7 3 0 0 2 2 0 0 0 7 10 1 0.34
0 0 18 0 11 0 2 3 3 0 2 0 3 0 10 1 6 12 0 0 2 7 0 1 2 0.28
6 2 10 2 2 7 3 0 8 0 18 3 3 0 3 3 18 2 1 2 0 1 0 7 20 0.37
7 2 14 1 14 9 3 23 2 7 1 1 0 3 0 7 2 2 3 1 10 0 18 6 4 0.44
0 0 3 6 0 0 0 0 2 0 0 2 0 1 1 0 2 0 0 2 0 0 0 2 1 0.08
0 3 4 5 0 5 0 4 3 3 0 4 1 0 1 0 0 0 0 0 4 0 2 2 0 0.16
38 34 27 59 0 41 0 0 0 20 33 9 31 59 42 65 17 9 28 47 0 23 34 2 0 0.72
0 0 0 0 0 1 0 0 0 0 2 0 0 0 0 0 4 0 3 0 0 0 0 0 2 0.04
0 0 3 0 0 0 6 2 0 1 3 0 4 0 0 0 0 0 1 0 6 2 3 2 2 0.14
1 0 2 2 4 8 2 7 0 0 0 6 9 3 0 10 5 6 0 0 0 2 4 12 0 0.32
4 0 1 0 1 3 0 0 0 2 0 4 6 1 0 0 0 0 0 0 4 0 0 0 3 0.11
7 0 8 7 8 9 8 5 0 0 0 0 4 1 0 3 6 6 1 0 0 0 3 0 5 0.32
0 12 1 5 3 3 2 0 0 0 8 0 3 0 0 4 0 18 5 4 17 22 18 1 8 0.38
41 0 143 0 27 0 92 35 20 0 0 53 42 0 0 46 41 27 15 35 13 17 49 0 0 0.64
6 0 3 5 6 3 1 0 6 1 10 11 20 5 8 4 3 0 1 11 0 0 1 5 5 0.41
25 33 0 31 38 6 106 0 16 10 0 37 18 0 78 0 155 3 12 0 33 11 10 0 11 0.67
