3 6 0 0 2 0 9 2 1 0 9 8 10 1 19 5 22 8 0 1 0 5 0 3 0 19 6 0 1 4 8 3 15 0 3 0 6 8 8 1 6 8 0.41
0 1 0 0 3 0 3 0 0 6 0 0 6 4 0 0 0 0 0 2 4 1 0 0 2 1 0 3 3 0 0 0 0 1 1 0 0 0 0 2 1 0 0.1
10 0 0 0 11 0 2 6 12 0 0 14 14 0 0 12 4 0 2 1 2 8 14 1 3 10 0 2 10 3 7 5 0 7 6 4 9 0 1 5 2 0 0.4
30 19 0 6 0 18 0 0 0 3 0 21 0 42 0 0 28 45 9 14 37 35 37 0 26 33 0 95 0 0 11 49 8 45 14 14 31 41 31 39 47 38 0.65
5 14 0 3 0 3 0 2 4 6 0 6 0 3 5 0 0 3 5 18 9 0 4 10 0 3 2 0 0 7 0 4 2 6 10 0 7 20 0 0 1 0 0.33
43 17 3 0 48 61 0 35 157 0 0 34 19 25 34 3 0 0 0 38 37 16 32 73 4 0 7 47 41 51 11 0 2 45 47 12 43 0 6 0 30 2 0.63
0 0 1 2 0 0 14 2 4 0 10 0 0 0 5 12 4 10 0 0 4 2 8 0 0 0 0 0 9 2 2 18 10 14 0 9 0 14 2 0 0 0 0.32
8 2 0 5 13 0 0 5 2 0 1 10 11 8 0 0 10 7 3 5 3 6 0 2 8 0 10 23 5 0 12 0 0 5 0 8 0 4 3 3 3 0 0.39
0 13 3 1 0 0 4 0 0 0 0 0 0 0 2 10 3 0 3 0 9 18 8 2 2 2 1 1 7 7 0 4 0 0 6 0 3 13 14 0 0 0 0.28
155 6 45 35 34 48 42 42 31 37 32 44 87 11 0 0 15 12 0 16 0 0 33 0 2 0 19 0 42 1 0 11 0 45 42 0 50 81 0 10 0 0 0.61
5 0 3 1 0 0 0 0 0 3 0 6 0 0 0 1 0 0 0 4 0 6 2 0 0 0 0 0 2 0 4 2 1 4 1 0 3 0 0 0 0 3 0.12
3 0 0 2 0 0 0 3 8 0 8 13 2 1 1 9 6 0 0 3 2 3 4 3 1 0 0 0 14 0 0 5 13 0 0 0 10 16 0 0 5 2 0.28
33 100 41 43 33 28 0 0 0 58 39 0 11 87 44 0 28 0 22 0 87 0 40 19 35 33 0 8 0 46 9 59 5 0 27 36 12 0 2 35 0 44 0.65
0 6 0 0 7 0 3 9 4 0 17 0 6 0 0 7 0 0 0 16 0 0 4 0 0 0 9 1 1 0 6 0 2 9 0 9 1 0 0 2 2 3 0.26
13 8 14 2 0 10 0 1 2 0 0 13 0 6 0 4 3 12 0 0 2 9 0 3 7 6 5 17 0 1 0 0 2 8 12 9 3 0 8 5 0 2 0.39
10 2 0 8 0 1 7 0 0 9 10 0 6 1 7 4 0 2 0 0 0 0 3 0 10 0 0 13 0 0 5 8 0 4 0 0 0 0 6 0 3 10 0.3
3 1 9 17 10 0 6 0 3 0 13 0 1 7 1 16 8 0 0 3 3 0 10 14 0 0 9 0 6 19 1 0 8 0 0 0 5 8 0 0 2 0 0.36
47 31 0 46 42 43 0 0 4 0 0 38 15 32 26 0 31 0 60 45 0 52 0 0 36 106 0 33 0 15 0 42 36 0 25 0 0 8 20 86 95 135 0.6
19 34 12 0 0 0 54 28 0 19 0 34 15 34 0 0 0 22 43 0 35 0 0 49 11 0 15 0 0 23 0 21 0 49 27 12 8 63 14 27 0 39 0.59
2 5 8 0 10 0 0 9 0 3 5 19 0 2 10 1 6 5 9 2 4 2 1 3 0 0 0 5 20 22 4 0 6 0 1 0 19 2 3 1 11 24 0.4
1 0 0 0 0 0 1 5 1 2 0 0 2 5 0 0 0 2 0 1 0 0 1 0 0 0 0 0 6 0 0 0 3 2 0 0 3 0 0 0 0 4 0.09
16 0 0 11 0 0 0 0 8 0 0 2 2 3 2 0 8 3 0 10 1 0 2 0 8 11 4 13 14 0 0 8 0 13 10 10 0 0 0 0 12 2 0.36
0 0 1 0 0 0 0 0 0 0 1 0 0 3 0 0 4 3 4 1 0 1 0 0 4 1 0 0 0 0 0 2 0 2 0 0 1 1 0 4 2 0 0.08
0 5 0 1 5 0 5 0 5 7 0 4 2 2 11 9 0 6 0 0 0 12 0 1 5 19 5 0 0 0 0 9 0 8 0 10 12 5 10 0 0 0 0.34
0 0 3 1 12 1 0 0 4 0 0 0 1 2 5 0 10 2 0 5 0 1 12 1 14 4 0 0 3 3 0 0 14 8 0 0 7 14 11 2 1 0 0.29
46 38 120 0 0 0 22 134 37 27 61 0 61 0 30 0 91 0 10 34 28 33 12 0 0 0 9 0 69 0 43 21 37 0 18 22 23 0 40 34 88 37 0.66
0 2 0 11 3 0 0 6 13 2 2 6 6 3 0 1 0 0 1 16 0 0 0 0 0 0 0 0 0 1 1 0 2 0 19 5 1 0 1 3 10 0 0.22
3 0 20 0 2 8 6 0 9 12 2 3 9 0 2 2 8 0 1 10 2 0 6 5 4 9 2 10 3 2 6 5 1 21 0 4 1 0 8 24 4 1 0.42
7 38 0 0 46 0 12 0 49 0 38 0 0 0 48 0 0 10 33 43 0 0 8 40 41 139 33 0 0 42 57 23 0 6 0 25 0 31 3 36 42 41 0.55
2 2 6 12 10 21 23 24 3 4 0 17 0 4 20 0 2 0 1 4 0 0 9 10 2 2 2 4 0 9 0 2 0 15 5 3 7 4 11 3 0 1 0.43
8 14 0 2 2 0 3 16 0 3 3 3 0 0 8 3 4 0 0 0 8 7 5 4 1 17 0 0 3 6 14 14 0 0 5 17 0 0 0 3 0 0 0.33
10 6 3 13 3 2 0 4 5 3 1 0 5 9 22 3 0 3 1 2 7 13 10 0 0 5 5 4 15 1 5 4 3 5 0 7 7 0 0 14 0 9 0.43
0 33 35 0 26 0 0 21 47 40 13 0 41 0 96 0 0 41 4 33 5 32 93 1 17 0 0 0 22 53 44 0 54 0 31 0 0 0 0 50 19 12 0.54
0 2 6 0 0 0 0 0 0 0 0 1 4 2 0 0 0 4 2 0 0 3 0 1 0 3 0 0 2 2 2 5 1 1 0 0 1 0 0 4 1 1 0.11
2 0 3 0 0 0 0 2 2 2 2 0 3 2 0 1 0 0 0 0 0 0 3 0 6 0 2 1 0 4 2 0 0 0 2 0 2 0 1 0 0 0 0.1
5 0 0 2 0 4 1 1 4 0 0 2 4 1 5 0 4 0 0 3 0 0 0 0 2 0 0 0 0 6 0 0 0 0 2 0 0 0 0 0 0 5 0.12
0 0 4 0 0 2 0 5 4 4 0 0 3 0 3 1 1 3 0 2 3 0 0 0 0 1 1 0 0 3 0 0 1 0 0 5 0 0 2 0 3 4 0.13
3 0 0 0 53 0 1 4 0 40 7 39 0 36 26 34 0 20 0 11 41 52 36 49 59 101 0 0 0 36 0 0 0 0 0 101 35 141 43 18 0 36 0.53
0 9 14 4 15 5 7 0 10 5 0 0 0 0 5 5 1 9 9 2 10 0 3 3 2 15 0 0 8 3 2 8 8 4 0 0 3 3 6 7 0 1 0.4
7 0 6 0 1 6 6 1 22 1 3 0 2 2 7 3 3 2 0 11 0 4 7 6 6 5 0 2 2 12 7 4 0 6 2 0 1 10 13 1 0 3 0.37
0 105 18 140 0 31 0 0 0 4 0 0 0 0 43 0 42 39 42 51 32 0 0 24 38 22 0 55 50 0 0 35 31 0 38 0 1 0 36 35 36 0 0.51
1 2 3 2 0 2 1 1 0 0 0 0 0 2 0 0 0 0 0 6 2 1 4 3 1 0 1 1 0 0 0 0 2 0 4 4 0 3 0 0 4 0 0.11
0 9 3 0 0 5 14 3 8 0 0 0 11 0 11 1 0 0 1 12 2 2 0 0 0 14 2 0 12 14 12 3 0 9 0 1 19 0 3 2 0 0 0.34
7 11 10 0 1 1 0 14 10 0 0 3 0 0 17 1 0 3 0 0 9 3 4 0 0 3 1 9 9 0 3 0 5 0 0 2 9 0 9 0 2 0 0.31
3 0 0 0 1 0 0 0 0 0 0 3 4 0 4 0 0 0 0 0 0 1 1 0 3 3 0 3 5 0 4 1 0 2 0 0 0 0 0 1 0 2 0.09
0 0 30 17 38 31 11 0 37 0 36 46 23 19 30 20 27 0 0 0 0 1 37 49 39 0 0 16 0 38 43 0 14 51 49 34 32 0 0 97 10 23 0.64
10 12 2 0 1 0 0 3 6 16 0 0 3 10 15 24 0 3 6 11 10 16 0 4 5 0 1 0 0 4 17 1 3 9 14 7 0 2 12 8 4 19 0.48
0 3 0 0 4 0 0 5 0 0 5 0 2 0 6 0 1 4 1 4 1 0 2 2 0 1 0 0 0 0 6 0 0 0 0 0 3 0 0 0 1 2 0.12
3 0 0 0 0 0 0 0 13 11 8 16 7 0 13 4 0 0 5 10 2 4 0 0 10 1 0 0 0 3 12 0 9 0 0 0 4 9 0 0 3 13 0.33
13 8 9 5 0 12 4 6 1 6 3 6 1 3 6 14 9 1 10 3 15 4 11 0 6 0 22 3 10 3 1 0 5 0 5 2 2 0 1 3 6 6 0.47
0 0 0 8 0 9 14 2 0 3 0 13 0 0 10 10 0 14 0 2 1 1 0 1 2 3 0 1 1 6 0 9 8 2 3 7 0 7 0 0 0 0 0.29
3 14 3 3 0 2 9 5 0 2 18 0 23 2 0 8 0 10 10 0 12 2 0 0 4 1 4 23 8 8 5 1 3 0 0 11 7 0 4 2 6 10 0.43
10 0 11 0 0 3 0 2 1 0 7 0 7 19 0 5 0 0 8 0 0 3 0 7 0 11 2 0 0 2 2 0 0 5 5 0 0 5 12 0 0 0 0.27
11 0 9 0 1 0 12 2 13 1 3 0 9 10 0 0 6 4 0 11 9 0 0 5 1 0 10 8 0 0 0 15 0 0 10 0 6 2 0 0 8 0 0.36
1 0 0 0 4 5 3 0 0 0 0 0 3 0 0 2 0 0 0 0 2 5 0 0 5 0 5 0 0 0 0 3 1 4 3 0 3 0 0 4 0 2 0.13
1 0 0 6 0 13 2 9 9 1 0 1 0 2 13 0 17 0 10 0 2 3 3 0 0 2 0 0 1 15 0 11 0 0 0 3 0 2 0 0 14 8 0.29
3 2 1 2 4 0 0 3 0 0 0 0 0 0 1 2 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 0 0.05
107 14 20 51 42 68 44 19 72 0 39 37 19 0 0 21 24 0 34 118 0 0 0 0 0 0 0 0 0 0 22 96 41 4 41 33 0 0 0 36 0 23 0.55
1 2 0 0 0 5 6 2 1 0 2 0 0 5 3 0 0 0 0 2 0 1 0 2 1 0 0 3 0 0 0 0 0 0 0 0 3 4 0 0 0 3 0.1
0 0 0 2 0 0 3 0 4 0 0 3 3 1 0 0 0 3 1 3 2 2 0 3 0 0 2 2 1 0 0 0 0 0 0 3 0 0 1 0 3 2 0.1
10 5 3 0 0 12 5 0 16 3 14 4 2 0 9 0 0 0 4 0 0 10 2 0 12 3 10 1 0 1 3 5 0 0 2 4 17 6 0 10 8 3 0.38
9 48 0 0 22 32 30 8 27 149 145 6 0 44 40 0 38 38 44 26 0 0 43 10 140 21 21 25 0 2 3 0 30 10 8 19 0 3 19 34 0 32 0.68
30 45 0 39 35 33 0 0 7 0 0 51 39 0 3 0 36 31 0 0 0 123 0 39 33 9 0 16 39 0 40 145 2 85 10 41 0 0 0 0 0 0 0.5
0 0 19 9 0 0 0 0 0 0 0 14 8 13 1 3 0 4 9 18 2 17 2 2 9 6 9 1 4 6 5 13 14 6 4 13 0 0 0 4 3 5 0.43
0 0 0 0 0 1 2 0 0 0 1 1 3 0 0 4 0 0 2 0 1 0 0 6 0 3 1 0 0 4 0 0 1 0 0 6 5 0 0 0 0 0 0.09
8 0 3 8 0 0 0 1 12 2 0 7 3 4 1 0 0 12 9 6 5 3 0 0 14 0 1 10 0 0 8 3 18 2 0 4 0 7 0 0 5 9 0.35
18 1 1 4 11 0 21 3 0 4 10 6 8 8 6 6 0 0 24 10 4 4 0 0 14 20 3 14 7 10 18 21 15 2 22 1 10 21 0 6 9 1 0.58
