31 24 30 0 61 46 103 36 41 38 37 14 0 18 49 93 0 31 35 33 46 105 12 14 32 0 34 33 9 0 0 0 23 0.78
0 50 30 0 0 0 14 0 34 0 41 0 12 25 33 33 36 0 42 45 0 0 0 99 43 51 31 109 50 126 0 33 0 0.6
10 1 0 0 3 4 0 0 1 17 1 12 10 12 9 0 1 0 2 1 8 8 4 4 6 0 2 1 5 0 0 0 0 0.33
0 13 0 0 5 5 0 3 0 3 0 0 0 3 6 7 15 0 6 1 8 3 3 0 0 14 3 0 0 5 15 13 0 0.33
0 8 0 34 36 35 35 0 0 14 44 0 0 139 0 0 17 31 8 40 0 33 0 11 0 26 51 0 80 0 31 0 34 0.56
0 0 0 4 0 0 1 0 0 3 6 0 1 2 0 1 3 0 0 1 3 0 2 4 0 0 3 0 4 0 0 0 4 0.12
38 37 33 0 26 17 0 17 0 3 36 33 0 100 0 36 90 13 12 0 0 0 44 0 31 0 0 0 0 0 0 0 56 0.49
0 0 0 0 0 0 0 0 43 32 0 12 87 0 0 45 42 0 0 50 35 0 38 0 36 0 0 26 23 43 35 0 0 0.42
0 46 0 6 0 55 58 0 0 0 0 0 43 40 89 21 45 2 7 0 0 18 39 0 0 31 0 0 4 0 6 0 41 0.43
49 22 0 13 10 0 120 0 0 8 124 0 0 37 0 35 15 0 12 0 0 0 0 0 39 0 40 0 44 33 0 43 0 0.47
7 0 14 0 4 0 3 0 3 0 3 6 2 10 2 1 8 0 1 0 14 8 0 3 0 15 4 0 4 14 0 4 5 0.35
0 3 0 1 0 0 0 0 0 0 0 0 4 0 0 1 1 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.04
0 0 6 0 9 1 0 0 0 14 0 4 0 2 2 5 0 3 7 0 0 2 4 0 7 14 0 0 0 1 15 0 11 0.28
36 51 0 0 0 57 0 47 0 4 6 17 21 32 0 26 23 0 25 8 0 0 18 0 38 0 31 0 0 51 43 0 0 0.5
0 0 1 3 0 0 3 0 0 0 5 1 2 0 0 0 1 0 0 0 4 0 3 0 0 0 0 0 0 0 0 1 3 0.08
0 13 2 7 1 12 3 0 0 0 12 1 1 0 0 3 11 2 3 3 2 0 0 0 3 12 2 14 0 0 0 4 3 0.3
2 0 36 42 40 0 0 45 101 3 22 0 32 28 0 22 40 40 146 27 0 26 0 138 0 24 19 5 16 62 36 0 0 0.63
16 0 0 0 0 100 2 5 0 0 10 72 18 0 0 28 36 36 0 71 0 38 9 0 31 32 5 0 3 34 40 0 0 0.49
10 0 3 3 11 10 2 0 14 3 0 9 2 10 0 6 3 0 0 0 0 3 0 10 14 0 0 8 0 3 1 3 1 0.36
3 9 14 10 18 6 9 1 0 4 8 4 9 1 5 3 4 0 1 3 7 2 0 11 8 8 3 4 5 0 0 11 2 0.48
0 1 8 9 8 0 2 13 9 0 1 0 22 3 1 11 22 2 23 6 3 0 13 19 2 6 3 0 0 1 2 0 0 0.41
2 1 0 1 1 5 0 0 0 2 0 4 5 0 0 1 6 0 4 0 3 0 0 5 2 0 1 4 0 0 5 0 2 0.16
0 6 0 0 1 0 0 2 3 0 1 0 0 0 1 3 3 1 1 0 0 0 0 0 0 2 0 3 0 3 0 3 0 0.1
47 0 45 28 8 0 28 18 48 135 41 90 0 0 8 0 13 45 0 21 0 57 31 45 0 59 0 22 0 31 0 0 121 0.62
94 31 51 3 0 0 9 0 128 23 11 109 0 39 0 18 19 19 0 0 0 36 31 0 0 7 8 0 49 0 0 0 0 0.5
0 7 0 0 9 3 0 15 3 2 2 0 9 7 0 0 3 7 4 4 11 0 8 0 4 1 0 0 0 8 0 4 2 0.32
0 0 5 3 2 0 0 0 8 0 14 12 11 11 0 3 0 1 3 2 0 0 1 10 15 12 0 0 0 7 3 0 1 0.33
1 0 0 0 0 0 0 0 12 0 0 0 13 0 6 2 1 0 15 14 6 0 0 1 0 0 1 4 2 6 2 0 19 0.24
22 5 0 0 5 3 0 8 0 21 0 4 0 8 0 0 2 5 16 7 5 6 2 5 17 0 7 3 4 10 0 3 19 0.43
5 4 10 9 0 9 14 5 4 1 19 0 23 1 15 1 0 13 7 10 18 8 1 0 12 0 2 3 0 0 4 1 0 0.46
0 6 0 54 0 39 0 0 22 8 19 0 0 34 0 40 0 39 1 0 0 0 49 0 47 31 12 48 0 0 0 11 34 0.46
2 0 2 1 2 0 0 0 2 1 0 0 4 0 3 0 0 0 0 0 0 0 0 0 2 2 3 3 1 0 0 0 0 0.08
10 9 4 5 4 0 3 0 15 3 0 0 6 10 4 5 1 7 3 13 6 5 12 0 2 6 0 0 3 1 4 0 2 0.4
0 4 6 0 0 0 5 0 0 8 11 0 1 0 1 7 6 0 0 1 5 2 8 0 0 0 1 0 1 4 0 9 10 0.26
1 0 0 4 0 0 0 1 0 1 0 0 0 1 0 0 3 3 0 0 4 0 0 1 0 0 1 4 1 3 1 0 0 0.08
0 1 0 1 1 0 12 0 0 0 0 0 8 0 3 13 9 1 2 0 1 4 0 6 0 0 0 13 10 8 1 0 0 0.26
7 1 3 5 0 6 12 0 3 1 1 1 1 1 4 2 12 2 3 7 15 1 13 0 4 21 7 0 6 11 2 5 8 0.42
2 0 6 8 5 0 1 0 3 0 6 11 15 3 22 13 13 3 0 0 3 21 22 0 2 7 0 24 0 0 7 0 3 0.42
2 1 1 4 0 3 12 0 0 3 16 15 0 0 7 0 7 10 9 5 2 0 0 13 7 0 3 0 7 1 0 2 23 0.37
0 0 0 0 0 2 4 0 3 6 2 0 3 0 1 0 0 0 0 1 0 3 0 4 0 0 1 0 0 0 0 0 2 0.09
50 0 39 0 0 84 6 159 0 16 25 38 40 35 39 76 0 43 94 42 0 60 0 34 0 0 0 20 0 0 50 0 100 0.59
0 0 0 2 2 0 11 0 6 6 0 3 4 4 0 2 0 0 4 2 0 2 0 0 13 0 0 0 8 8 2 0 0 0.22
13 0 0 0 0 4 0 3 0 0 0 6 0 0 0 5 11 8 0 1 0 5 8 0 1 1 19 1 0 3 0 0 0 0.23
0 3 7 5 12 0 0 0 1 10 0 12 5 0 4 3 13 14 0 8 0 0 6 9 2 0 3 7 2 0 7 0 8 0.39
35 33 0 0 0 37 22 0 0 27 30 47 19 44 0 25 99 0 0 0 37 0 47 42 0 31 160 35 0 13 11 45 0 0.6
0 0 34 66 44 49 33 40 23 29 0 24 38 49 0 0 0 0 0 0 0 0 27 43 0 0 17 31 24 0 43 32 0 0.54
0 1 0 0 0 0 2 0 0 0 0 0 1 0 0 0 3 0 0 0 0 0 0 0 2 0 0 5 0 1 0 0 3 0.05
0 0 0 9 3 0 0 0 3 0 2 10 3 0 5 0 0 0 2 0 12 0 0 0 6 0 0 7 0 0 2 0 3 0.19
0 0 0 1 2 0 0 3 0 0 0 0 0 2 0 0 0 0 2 1 0 1 2 5 0 0 2 3 0 0 0 0 0 0.07
33 0 0 0 0 40 0 37 42 0 0 9 0 27 70 0 64 0 0 0 5 7 0 0 0 2 10 16 0 0 0 0 3 0.35
0 4 0 2 0 0 2 0 0 0 2 0 0 0 0 3 0 0 0 0 0 0 3 0 4 1 0 2 0 6 2 1 4 0.1
3 0 0 9 0 0 13 0 0 6 6 7 0 10 0 0 0 11 0 2 5 6 2 0 0 0 0 0 17 0 8 10 10 0.34
2 4 2 10 0 3 8 9 0 1 0 4 17 0 0 3 0 0 0 0 3 10 14 0 10 7 0 1 9 3 10 0 3 0.36
2 0 0 0 0 0 0 0 0 0 5 0 3 2 2 2 0 3 0 0 0 0 4 0 0 0 0 5 4 0 0 0 0 0.09
4 4 1 3 0 6 0 5 3 1 6 2 11 13 18 0 2 0 10 4 22 5 1 0 0 7 7 3 10 3 0 6 0 0.4
0 3 2 0 0 0 0 0 2 0 0 0 1 3 0 1 0 0 0 0 2 0 0 0 5 0 5 0 3 0 0 2 1 0.09
3 0 4 4 3 0 0 0 2 0 1 3 1 0 0 1 0 0 0 1 0 4 2 0 2 2 0 0 0 0 0 5 1 0.11
0 5 4 2 3 2 1 3 0 3 0 0 0 2 0 0 0 0 0 0 0 0 4 4 0 0 3 0 0 0 6 2 0 0.13
2 0 1 0 0 0 0 0 0 1 2 0 0 2 0 2 0 3 0 0 0 3 0 0 1 0 0 0 4 1 1 0 0 0.06
0 0 0 0 0 0 6 0 0 1 0 0 0 0 2 0 0 6 0 3 0 0 1 0 0 3 1 1 0 3 0 1 0 0.08
18 0 0 4 1 6 0 1 0 2 0 7 2 0 0 5 0 3 9 1 6 9 0 10 16 0 1 4 0 3 0 1 5 0.3
4 4 1 7 4 0 12 2 3 2 3 11 6 11 0 11 17 7 13 4 1 3 1 16 10 0 2 4 0 0 22 13 1 0.48
36 0 147 1 5 10 39 18 37 6 31 39 8 18 30 18 0 35 0 39 57 0 0 14 0 95 36 0 5 42 0 22 18 0.68
2 2 1 2 0 3 2 3 0 3 0 0 0 4 0 0 0 1 0 0 0 4 2 1 0 0 0 0 3 0 2 4 0 0.11
0 0 1 0 3 0 0 0 0 3 0 2 0 4 0 0 0 3 0 1 3 0 0 3 0 1 1 0 0 0 2 3 0 0.09
7 12 3 1 0 1 2 4 10 0 15 1 5 12 2 8 0 0 10 0 0 7 0 0 0 0 0 2 7 11 0 2 9 0.36
29 27 27 0 28 0 0 0 0 2 2 10 0 33 39 13 48 36 0 35 0 44 38 0 40 34 30 54 49 71 24 11 0 0.64
0 35 34 83 21 0 34 50 0 50 91 0 43 45 0 43 34 0 21 6 8 0 17 81 0 36 0 0 128 33 30 31 32 0.67
13 1 9 0 2 2 0 0 3 14 2 0 22 0 0 1 4 0 2 8 9 6 3 8 1 2 0 4 20 0 0 2 5 0.34
12 1 8 0 1 4 5 2 3 1 3 14 9 0 14 11 9 2 2 3 4 0 22 14 0 10 2 0 1 3 14 10 5 0.47
0 5 19 0 9 9 5 22 0 10 6 1 1 1 0 3 16 0 1 0 3 1 3 0 0 1 5 2 2 7 10 2 1 0.35
13 0 0 3 11 2 1 0 0 0 9 1 3 0 6 0 0 0 0 2 8 0 5 4 14 0 7 0 8 0 3 0 1 0.28
0 0 0 1 0 2 0 0 0 0 0 0 2 2 4 5 0 4 4 0 5 0 0 0 1 0 1 0 0 2 0 3 0 0.1
1 3 0 0 0 0 3 2 1 2 0 0 1 0 0 3 3 0 0 0 0 4 0 0 0 0 4 0 2 0 4 0 2 0.1
0 0 0 0 1 0 2 0 1 1 2 0 0 0 2 0 1 4 0 0 1 3 0 0 0 0 0 0 3 2 2 0 4 0.08
6 1 5 0 3 4 1 0 2 1 0 1 4 1 3 2 3 11 3 6 11 5 2 0 6 3 6 6 1 0 1 1 10 0.32
9 1 1 15 0 0 5 12 8 6 19 1 3 0 0 0 0 7 7 2 8 2 6 0 0 0 3 2 0 1 6 0 6 0.34
2 12 0 0 0 0 5 0 1 1 9 0 19 0 0 2 9 0 2 3 3 0 0 0 0 8 0 0 2 7 0 0 9 0.25
84 79 0 1 20 150 36 36 148 0 29 48 133 33 18 4 60 60 0 39 41 45 0 0 0 0 37 42 52 18 0 29 54 0.71
1 20 35 40 0 14 33 28 0 0 155 35 6 37 0 35 0 58 38 39 0 40 36 34 0 90 10 35 38 0 0 0 26 0.65
16 60 37 0 40 35 16 0 38 51 40 37 37 36 40 5 43 24 38 33 0 24 4 0 0 44 45 37 41 51 0 30 0 0.75
0 1 0 0 0 0 0 0 0 0 0 5 0 2 6 0 0 2 0 0 0 2 0 0 2 0 3 0 2 1 2 2 0 0.09
0 3 5 0 4 0 0 0 0 0 2 0 0 0 0 0 0 1 4 0 0 3 0 0 0 0 0 0 3 1 4 3 0 0.1
1 12 8 10 2 10 2 0 0 4 0 0 3 7 0 6 1 0 2 0 0 0 2 4 0 5 0 0 0 2 3 1 0 0.25
31 41 3 34 0 8 38 24 0 0 16 32 47 9 0 0 0 27 40 0 0 33 24 44 20 42 25 53 0 17 0 15 23 0.66
0 3 4 0 11 0 0 1 4 4 0 0 3 0 10 6 0 0 14 0 11 7 2 4 0 9 0 2 6 0 6 12 5 0.35
2 0 2 1 0 4 10 0 0 8 0 5 3 0 0 0 6 0 0 2 0 0 1 2 0 4 0 0 0 7 3 0 17 0.21
16 10 10 2 10 2 0 11 0 0 3 11 0 24 0 0 5 0 0 5 3 6 12 13 22 0 0 10 3 2 12 3 12 0.49
0 0 7 2 21 0 2 1 9 8 4 17 6 9 0 4 0 1 0 0 5 2 2 17 3 0 3 3 17 0 0 2 8 0.36
5 0 0 2 4 23 6 20 9 3 6 12 2 1 21 9 1 1 2 2 5 13 21 3 1 3 4 2 0 0 1 1 4 0.41
14 1 1 5 4 10 2 0 8 0 9 0 1 0 0 2 8 0 4 2 1 7 6 4 3 2 3 0 2 0 0 19 3 0.32
0 0 46 9 39 0 0 0 0 55 11 43 36 0 51 48 0 32 49 6 39 0 0 0 0 45 0 0 22 0 0 34 16 0.5
0 58 32 6 0 33 45 0 27 48 3 43 11 36 37 0 47 45 32 0 99 50 0 0 51 46 0 26 0 32 40 0 0 0.63
12 0 0 13 33 18 0 0 0 41 11 46 2 0 49 0 137 0 96 44 0 34 33 0 0 53 42 41 39 11 0 0 34 0.58
68 36 0 0 0 42 0 36 0 0 42 150 47 39 31 36 34 0 36 40 0 50 157 0 0 50 0 57 0 0 0 0 31 0.54
58 3 34 0 35 7 51 0 0 0 0 50 31 46 0 0 0 0 75 21 3 0 19 8 0 28 0 0 2 0 50 31 0 0.46
0 11 14 2 0 6 6 0 0 8 0 0 10 5 8 0 13 0 6 14 6 1 4 5 5 2 19 14 0 19 0 0 13 0.46
7 1 1 0 0 11 0 14 1 0 10 9 12 1 8 4 0 18 14 14 13 11 1 7 1 0 0 0 10 0 1 5 0 0.44
22 2 2 11 5 12 1 15 0 0 2 1 4 3 3 0 1 0 0 1 9 10 8 0 10 7 0 0 0 0 2 5 1 0.35
10 1 0 0 1 0 11 0 0 0 0 6 2 15 2 2 1 1 8 8 3 1 2 0 0 10 11 0 13 9 0 1 0 0.32
0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 1 4 2 1 0 0 0 4 0 2 3 0 6 4 0 1 0 0 0.1
0 50 24 6 13 36 36 44 37 75 0 0 10 0 0 0 36 0 0 0 4 0 41 0 18 0 26 7 28 0 137 32 0 0.53
32 0 0 50 14 40 47 0 0 0 117 5 119 22 9 0 64 0 22 0 0 32 13 16 0 0 0 8 0 0 22 36 0 0.52
4 0 3 0 0 0 0 4 0 4 0 0 2 0 0 0 4 2 0 4 0 0 0 0 0 1 0 2 0 0 4 0 3 0.11
0 8 9 10 0 3 3 3 2 0 0 3 5 2 1 4 8 0 8 22 4 12 6 4 0 0 5 6 2 4 5 0 5 0.39
0 2 4 0 0 4 0 0 0 0 5 3 0 0 3 0 6 0 0 0 0 0 0 0 5 0 1 0 0 0 0 0 0 0.1
2 2 0 5 0 0 0 1 0 0 3 6 6 1 10 9 14 6 0 10 1 2 0 10 7 13 19 3 0 2 4 7 0 0.38
33 0 0 68 29 0 37 0 0 16 33 74 0 0 18 38 0 13 0 27 0 47 0 0 0 0 41 0 0 0 38 0 0 0.42
42 0 0 0 27 0 59 11 0 33 27 24 24 18 0 40 0 0 5 3 0 5 0 34 0 16 0 0 27 0 0 81 0 0.46
12 7 27 39 27 0 99 0 37 0 20 32 0 139 0 10 38 7 0 0 24 0 0 36 0 13 0 0 0 77 15 0 35 0.55
0 0 46 41 18 47 37 40 0 0 0 0 31 66 38 0 0 12 32 0 0 32 55 0 35 34 0 98 33 34 0 49 41 0.6
0 0 25 31 0 38 0 21 15 1 0 0 36 10 0 30 17 37 0 0 37 28 0 32 0 0 33 2 0 0 0 0 31 0.46
0 2 0 3 0 0 0 0 0 0 1 0 3 0 4 4 2 0 2 0 0 0 2 0 0 0 2 3 6 3 3 6 4 0.15
6 1 0 5 2 2 0 5 9 3 2 10 2 5 0 6 10 11 0 9 6 0 6 10 4 5 5 0 4 3 0 0 1 0.39
7 2 3 6 0 13 4 2 0 1 9 2 2 2 0 1 0 0 6 0 0 4 0 6 15 6 0 0 8 0 3 1 22 0.31
12 1 6 16 2 9 0 3 13 10 3 4 15 5 1 1 3 0 0 0 2 7 1 0 2 18 11 13 4 4 6 4 0 0.44
0 38 18 41 0 0 19 0 151 0 13 35 51 0 40 0 0 0 0 31 6 0 31 0 98 0 33 0 0 0 59 0 6 0.46
12 4 17 3 1 0 3 8 0 11 7 0 6 1 0 10 0 0 0 5 7 1 3 8 0 2 0 2 0 7 11 1 0 0.36
0 0 40 36 0 2 27 0 16 39 50 19 11 44 0 0 60 41 36 40 23 0 43 41 0 0 48 0 0 39 53 33 0 0.61
1 0 2 1 6 3 0 0 0 0 0 1 0 0 3 0 0 0 3 6 0 1 0 3 2 0 0 0 6 0 0 0 0 0.11
46 0 45 37 0 0 8 0 45 0 0 22 0 0 25 0 0 33 31 45 39 38 5 49 41 18 34 0 36 5 0 31 34 0.6
3 4 2 3 2 0 17 0 2 2 1 2 1 13 2 3 13 0 17 0 2 17 2 0 0 0 0 1 0 10 1 3 13 0.32
0 0 20 7 39 51 0 0 30 50 0 12 34 37 8 0 0 35 51 31 0 0 0 26 2 18 10 0 0 5 0 6 159 0.53
2 2 1 3 0 1 6 0 9 0 7 2 6 0 2 22 0 9 16 0 1 4 3 8 0 4 0 2 12 11 4 1 0 0.35
0 0 3 3 3 6 12 7 7 9 6 1 0 6 6 4 0 0 4 0 6 0 3 2 1 4 7 1 21 14 0 3 3 0.37
0 0 41 17 0 0 33 56 33 33 58 0 25 87 0 15 25 32 43 4 101 26 34 38 0 30 0 0 34 0 8 0 26 0.64
2 2 0 0 0 1 0 0 5 0 0 0 4 0 1 5 0 1 0 0 2 0 3 0 1 3 0 0 3 2 4 0 0 0.11
4 0 23 3 2 6 0 8 1 0 3 1 0 3 0 9 5 11 7 3 9 4 3 10 14 5 1 3 2 7 10 9 6 0.46
0 37 0 0 0 0 0 16 16 22 0 0 0 20 91 0 35 16 3 2 44 31 11 0 0 38 0 0 79 32 0 40 46 0.5
0 0 0 25 0 18 23 0 0 144 0 31 16 31 0 20 35 0 35 8 43 109 26 2 4 35 36 38 0 51 64 52 0 0.61
39 11 8 52 0 0 38 0 50 16 38 0 2 26 15 4 21 0 0 1 8 0 34 0 37 52 44 0 56 0 0 0 34 0.55
3 13 2 0 9 2 5 0 8 7 0 10 10 5 0 0 0 0 8 0 0 0 0 9 0 8 10 0 9 0 3 0 0 0.35
14 0 13 8 16 1 0 10 12 0 11 7 3 4 6 5 0 4 0 13 2 2 13 0 0 0 0 0 0 7 0 3 5 0.41
3 14 11 0 6 14 0 7 0 0 14 0 5 0 0 3 0 19 5 12 9 2 0 4 0 2 16 3 4 3 3 0 0 0.39
0 2 3 2 0 7 6 5 1 6 4 15 2 2 2 0 7 0 0 6 0 1 0 0 0 0 10 0 0 4 0 0 7 0.26
1 4 0 5 8 0 4 0 6 3 0 4 6 10 10 2 0 23 8 20 3 4 0 9 5 7 1 0 2 1 6 6 2 0.41
6 2 10 0 6 0 17 7 4 13 3 0 0 9 0 0 1 9 22 3 4 1 8 0 18 6 0 1 24 1 4 1 7 0.43
2 0 0 28 0 47 58 79 11 0 0 14 0 20 33 40 0 59 21 39 12 16 0 86 11 34 33 0 0 18 40 34 26 0.67
5 6 0 3 0 0 9 9 8 2 0 4 0 8 9 19 0 4 0 0 6 3 3 3 1 0 9 1 22 6 6 3 0 0.38
1 0 0 1 0 0 18 0 4 0 11 0 11 11 7 6 2 17 0 0 2 2 6 0 16 8 0 0 0 0 0 8 0 0.32
0 0 0 0 0 0 0 1 1 0 4 0 0 0 0 1 0 1 3 1 0 0 0 3 0 2 3 2 0 2 4 0 0 0.08
12 3 0 2 0 6 3 8 6 3 6 0 10 8 5 2 0 0 0 2 0 0 1 6 0 2 6 8 9 14 10 1 0 0.38
0 6 18 0 4 19 6 1 0 0 10 8 9 3 1 12 2 1 0 2 6 0 9 0 12 4 2 12 24 0 3 6 18 0.46
13 13 1 5 3 2 0 0 2 17 0 17 2 2 8 1 0 4 0 0 0 15 3 8 9 0 0 0 0 0 6 2 0 0.32
6 14 0 10 14 4 0 0 3 14 17 0 2 0 1 17 0 1 0 3 0 0 12 9 0 0 3 0 2 0 1 0 9 0.34
0 0 0 11 2 0 4 7 0 4 0 5 5 1 0 5 0 0 8 0 1 1 0 6 12 1 14 0 0 7 5 18 1 0.31
2 2 9 1 12 3 7 0 6 7 0 0 2 0 1 2 0 3 0 0 0 10 4 1 1 3 10 0 7 0 1 2 0 0.28
10 0 6 9 0 0 9 3 5 0 0 0 0 9 2 1 7 2 0 15 0 0 13 2 3 0 2 2 0 6 0 2 2 0.3
10 15 0 3 27 0 26 0 0 38 47 25 41 50 1 0 15 68 0 0 33 0 0 0 0 43 97 24 11 0 0 20 8 0.55
3 6 0 1 0 6 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 4 3 0 0 3 0 0 1 0.09
50 17 14 80 0 0 42 3 2 0 0 148 31 0 0 3 19 26 36 0 39 36 0 39 0 0 0 1 0 38 0 0 30 0.48
0 0 2 1 0 0 0 0 3 0 0 0 1 0 4 0 0 0 0 1 3 0 3 0 2 0 3 0 3 0 0 0 1 0.08
6 1 0 0 2 2 0 0 0 0 1 0 6 1 0 6 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 3 2 0.1
0 25 10 39 36 40 0 33 45 4 0 0 0 0 29 4 12 3 0 53 0 65 0 0 31 51 48 93 0 47 30 39 0 0.57
3 0 11 9 9 7 2 4 0 9 0 18 0 14 8 3 4 0 10 10 0 0 4 0 0 4 0 0 11 0 1 13 0 0.41
2 10 2 1 0 18 23 10 1 2 0 2 5 0 0 2 4 0 0 0 3 1 5 3 11 13 5 4 2 1 4 17 0 0.36
0 6 3 0 0 1 0 0 0 0 3 0 2 3 0 0 0 0 3 0 0 0 0 6 0 0 0 4 0 0 2 0 0 0.1
17 3 1 14 0 0 1 0 0 3 0 0 17 0 10 2 6 0 4 0 0 0 12 0 8 2 0 13 0 11 0 1 3 0.31
1 4 4 0 1 0 0 0 0 0 0 6 1 0 1 0 0 4 4 0 0 0 1 5 0 0 0 0 3 0 0 0 1 0.1
3 0 3 0 2 4 5 0 2 0 0 0 0 2 4 2 0 1 0 0 0 3 1 6 0 5 2 0 0 0 0 1 3 0.14
0 0 2 4 6 0 0 3 0 2 0 0 4 0 3 0 0 0 1 0 1 3 0 0 0 1 0 0 3 0 3 0 0 0.1
0 6 0 0 17 10 0 0 13 0 10 0 10 2 15 2 0 0 0 3 3 0 3 0 21 5 2 5 4 9 2 8 0 0.37
0 9 10 6 4 1 3 5 4 5 2 3 8 13 3 4 2 23 3 8 0 3 0 2 12 3 7 1 0 3 4 0 1 0.4
28 34 90 12 21 63 42 5 31 31 17 0 0 7 0 0 0 40 0 76 0 1 0 0 0 0 0 17 27 51 0 18 0 0.52
0 98 28 32 25 25 10 0 0 39 0 12 17 29 36 0 42 51 31 40 15 0 110 33 0 0 35 0 0 7 97 33 0 0.65
0 11 0 4 0 0 4 10 16 0 0 3 5 9 15 11 12 5 0 0 8 0 8 3 11 1 2 0 0 2 4 0 1 0.39
15 0 7 0 9 12 0 5 9 0 17 9 9 10 0 0 0 13 0 14 2 8 7 0 1 0 1 0 0 14 7 0 11 0.46
16 9 2 4 0 0 4 9 3 6 9 3 8 0 0 3 4 6 7 3 0 0 6 0 8 1 0 1 3 0 1 2 0 0.33
0 0 103 26 37 91 40 31 4 62 44 0 50 0 38 0 65 0 56 38 23 0 29 25 0 36 0 14 0 27 36 13 45 0.67
3 3 4 0 0 0 0 3 4 0 3 0 0 0 6 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0.09
0 3 0 2 15 0 0 0 0 14 0 2 1 0 2 0 6 0 0 10 2 16 0 0 4 7 0 3 0 2 4 1 3 0.24
14 0 13 3 6 6 10 15 2 4 8 10 19 4 2 4 0 0 0 4 12 0 0 20 0 17 10 2 10 19 2 2 5 0.52
1 3 1 14 3 9 21 1 9 5 6 9 2 4 20 4 0 5 0 0 3 0 8 3 0 17 8 0 2 3 4 9 22 0.46
3 10 7 0 2 12 0 1 0 5 0 1 0 3 0 11 10 0 0 0 0 0 15 14 1 0 12 0 0 19 3 1 0 0.32
22 0 0 19 51 0 91 97 0 49 24 18 0 24 0 36 31 20 0 19 0 34 0 4 27 45 11 18 0 32 20 0 0 0.61
0 0 0 1 0 0 3 0 0 0 0 0 2 0 0 0 0 0 3 0 0 0 3 0 0 2 0 3 2 5 3 0 3 0.09
0 5 0 23 0 46 0 22 0 0 2 0 38 0 130 42 0 47 0 33 36 0 0 0 8 0 50 1 18 0 0 0 41 0.41
