6 0 6 2 6 0 7 11 13 10 0 10 4 0 12 0.54
26 50 0 0 31 5 0 0 32 0 13 21 0 35 20 0.56
5 9 0 0 2 10 0 2 0 0 13 0 3 1 7 0.32
12 3 1 2 5 14 1 0 4 14 13 2 5 2 2 0.44
20 0 12 0 0 11 26 51 7 0 0 28 6 4 17 0.57
7 0 8 0 0 0 7 4 2 7 5 18 7 2 2 0.4
0 13 0 6 1 4 2 2 6 0 24 1 23 1 3 0.37
12 5 13 0 4 2 10 9 10 1 1 10 11 3 8 0.62
1 4 1 0 0 19 0 6 0 3 3 6 12 4 0 0.32
0 10 0 1 2 0 8 0 1 0 0 0 0 13 0 0.21
18 0 2 5 6 9 0 4 0 1 0 0 0 3 12 0.33
1 0 8 12 7 2 4 4 0 17 12 0 0 8 11 0.49
0 0 0 28 29 58 0 13 21 0 47 0 4 8 16 0.54
0 0 1 0 0 2 1 0 1 0 0 0 4 0 0 0.06
1 3 1 2 0 0 0 0 0 0 6 0 0 0 3 0.1
6 5 2 0 0 0 3 1 1 0 0 0 7 5 22 0.26
0 5 0 3 0 0 0 0 0 0 0 0 0 2 4 0.09
3 2 10 2 7 0 11 24 15 0 1 17 12 8 7 0.6
0 0 0 2 2 8 0 0 2 9 1 1 0 0 2 0.18
0 28 68 20 108 0 83 0 0 21 48 0 57 41 0 0.6
2 1 0 5 3 9 10 0 4 1 11 5 0 2 0 0.34
0 11 0 1 0 6 0 2 1 0 0 0 0 0 11 0.2
0 2 0 0 0 4 0 0 3 0 3 2 2 0 0 0.1
0 0 2 0 0 0 2 0 0 0 0 1 2 0 5 0.08
11 6 6 0 6 0 9 10 6 2 2 4 4 11 0 0.5
0 3 1 0 0 2 2 0 0 3 0 0 0 0 5 0.1
24 0 1 0 46 26 40 14 53 0 43 1 4 33 6 0.61
0 1 2 0 0 0 1 1 0 0 5 3 1 0 1 0.1
17 2 0 6 3 0 3 8 0 0 1 4 0 0 0 0.24
3 0 0 0 0 4 0 0 5 0 0 2 1 2 0 0.11
0 4 2 1 0 0 0 3 0 0 3 0 2 3 2 0.13
13 14 2 1 7 13 15 17 0 0 8 2 14 0 9 0.59
3 5 2 1 2 1 1 3 2 6 4 4 1 2 19 0.31
5 9 4 4 15 2 10 5 5 9 0 0 18 11 14 0.62
4 2 2 2 0 3 0 0 0 0 4 0 1 2 0 0.13
1 3 3 0 0 12 18 1 0 2 2 0 0 6 0 0.25
4 0 2 0 0 0 3 0 0 0 3 0 3 0 1 0.1
0 0 3 3 2 2 1 4 0 1 0 0 2 0 4 0.14
0 1 2 0 0 0 2 0 0 0 0 0 4 4 1 0.09
10 0 0 10 6 1 8 4 3 6 10 0 1 2 2 0.42
5 0 12 9 1 7 14 7 3 9 1 17 4 1 2 0.52
37 26 36 13 36 18 36 0 0 0 38 37 0 15 4 0.69
17 41 36 36 20 39 41 51 34 48 20 0 0 18 0 0.8
6 1 0 0 0 3 0 0 4 0 1 23 0 2 6 0.22
8 2 0 0 5 0 0 2 14 9 0 0 0 6 8 0.33
0 4 0 0 6 3 1 7 0 6 8 0 13 9 5 0.39
1 1 4 2 7 14 0 0 5 4 24 1 18 0 4 0.39
10 5 7 0 10 0 2 4 8 3 1 5 1 0 0 0.37
0 47 9 32 65 0 0 0 44 59 35 0 0 0 0 0.46
0 0 0 0 37 28 0 18 8 6 0 21 0 0 34 0.42
21 0 96 20 44 0 17 0 33 1 38 0 22 60 97 0.67
36 29 13 56 52 49 110 48 11 0 0 16 0 43 0 0.73
1 0 1 4 0 0 0 0 0 0 0 0 2 0 0 0.05
4 3 18 0 0 0 0 0 14 0 4 0 7 0 7 0.3
19 6 34 13 0 14 22 34 0 0 47 41 33 53 55 0.77
0 0 0 2 2 2 0 0 6 0 0 0 0 3 0 0.1
0 10 0 0 0 0 7 11 0 0 3 14 10 11 0 0.4
0 9 0 3 0 7 2 0 0 0 1 0 2 8 0 0.21
34 0 9 31 0 40 0 40 23 46 0 17 36 39 19 0.72
0 5 1 0 0 8 0 5 0 7 1 11 12 1 0 0.31
8 14 6 9 9 5 9 7 0 3 0 17 10 3 0 0.59
3 3 5 0 14 4 6 1 0 0 8 5 3 6 3 0.37
0 4 3 5 3 0 11 3 5 1 5 3 2 0 21 0.36
2 24 0 24 2 0 9 11 0 5 0 1 6 13 0 0.43
1 10 1 0 7 0 0 2 0 0 11 0 14 5 14 0.37
7 4 10 1 0 0 0 5 3 3 5 0 13 0 0 0.32
6 3 6 1 1 0 0 0 0 3 0 12 2 0 0 0.21
3 0 22 16 13 2 0 4 10 9 0 4 3 0 0 0.43
1 0 8 0 9 3 13 12 1 0 0 15 6 0 2 0.39
5 9 1 0 0 22 0 4 4 1 2 6 9 0 0 0.34
31 16 46 40 0 35 31 49 70 1 0 40 32 18 24 0.8
1 2 5 0 0 0 0 2 0 4 1 5 5 10 2 0.24
4 3 2 0 0 0 1 0 8 1 7 0 12 0 1 0.24
9 0 0 5 5 0 9 14 0 5 6 10 9 0 0 0.45
49 47 15 0 18 19 35 33 0 49 41 50 13 33 23 0.86
0 2 0 1 0 0 4 1 0 0 5 0 0 0 0 0.08
5 0 0 0 1 0 0 0 0 0 2 0 0 0 1 0.06
1 0 8 8 2 2 10 3 0 6 0 10 0 0 0 0.33
0 2 0 1 4 3 0 0 0 0 0 0 3 0 0 0.08
0 98 54 12 77 0 33 0 10 45 0 0 0 0 17 0.53
2 6 2 0 2 0 0 3 2 0 0 0 0 4 4 0.16
0 0 0 0 0 1 0 2 0 1 0 0 0 0 0 0.02
0 0 0 0 5 2 5 0 1 0 3 3 0 0 2 0.14
0 0 8 0 0 3 0 0 8 1 3 6 0 2 0 0.2
30 35 51 85 16 0 0 0 34 24 0 27 0 14 0 0.6
2 2 1 5 5 1 2 0 7 3 0 3 3 16 0 0.29
1 7 1 10 3 0 3 9 3 19 3 0 13 23 3 0.48
2 9 3 1 2 0 3 0 0 0 0 0 10 6 10 0.3
29 0 42 0 0 66 0 33 0 27 49 0 32 3 0 0.48
0 22 49 0 0 31 54 4 46 40 24 0 32 0 0 0.56
2 0 3 0 2 0 4 21 8 8 13 10 13 2 13 0.52
0 10 0 21 1 1 24 2 2 9 3 6 6 1 1 0.41
0 8 8 0 0 55 40 41 37 0 18 26 0 46 39 0.64
0 0 6 0 0 4 0 8 8 0 0 0 4 3 2 0.23
2 0 1 5 5 6 7 6 7 1 11 7 9 1 24 0.51
7 5 7 0 0 2 0 0 0 9 13 0 8 5 0 0.35
5 0 0 0 3 0 0 0 0 5 0 0 2 0 1 0.1
16 7 1 4 1 13 6 0 1 10 18 0 2 0 0 0.41
1 1 1 6 4 8 23 9 4 7 2 7 0 5 13 0.5
2 4 12 1 9 11 6 0 9 3 8 3 0 0 3 0.45
0 48 25 36 0 0 36 155 42 37 0 3 11 1 0 0.56
4 1 1 0 0 0 0 13 5 0 18 0 19 2 14 0.35
0 2 6 14 0 0 0 10 0 3 0 3 2 0 0 0.23
13 10 3 8 0 0 2 1 0 3 0 0 21 0 1 0.31
0 0 0 0 0 2 2 0 3 0 0 0 0 0 3 0.06
0 31 0 0 10 0 14 67 33 18 0 0 37 0 27 0.53
1 0 0 13 7 0 0 9 3 6 0 2 0 0 6 0.29
0 17 0 15 0 25 12 34 38 138 0 0 149 42 5 0.63
0 1 0 0 0 4 0 0 0 2 0 0 5 5 3 0.13
0 2 1 0 1 2 2 0 0 0 0 0 0 0 0 0.05
4 1 3 3 0 4 0 0 2 4 0 2 2 6 0 0.2
0 0 6 0 2 6 0 6 5 0 0 0 0 2 3 0.2
0 1 2 0 0 0 4 0 0 0 3 0 0 4 0 0.09
0 4 0 0 0 0 0 0 0 0 3 0 0 0 0 0.04
0 5 2 3 0 0 0 1 2 4 1 1 1 1 0 0.14
0 7 7 3 7 5 0 0 4 1 2 6 17 8 5 0.43
19 0 49 76 1 39 23 51 10 12 92 45 0 57 0 0.74
0 15 3 1 5 3 3 1 7 3 0 8 9 14 0 0.42
0 3 3 0 1 0 0 0 9 2 7 1 1 0 17 0.24
1 0 0 4 9 2 0 0 0 3 0 9 6 10 0 0.29
2 1 3 2 14 3 3 5 4 2 14 2 2 6 0 0.36
0 35 0 0 33 21 0 50 4 51 23 39 0 0 34 0.56
58 31 0 21 0 0 159 0 46 34 31 0 38 3 0 0.55
3 0 5 7 0 10 1 2 0 0 18 3 14 5 0 0.37
4 4 13 0 5 4 5 13 1 0 22 5 1 5 3 0.44
0 2 1 0 5 3 3 0 14 4 2 3 9 2 1 0.3
0 0 35 0 11 0 7 0 49 0 38 33 33 35 31 0.57
13 1 4 7 8 0 0 6 0 13 0 12 0 0 0 0.37
0 6 14 14 0 5 0 10 14 0 0 1 10 5 12 0.51
13 3 13 12 0 0 0 11 0 0 4 5 13 2 7 0.47
0 3 0 5 2 0 3 0 0 3 0 0 1 3 3 0.15
25 63 22 81 33 35 0 0 16 0 46 40 0 47 148 0.73
8 1 9 0 7 0 0 0 13 6 0 0 1 0 7 0.32
47 37 0 13 0 35 32 0 0 8 0 10 35 0 0 0.52
0 3 0 0 3 1 6 2 3 10 8 18 2 16 3 0.4
1 6 2 1 0 0 0 0 0 0 0 2 0 0 0 0.08
0 3 0 2 0 3 0 0 2 2 0 6 5 1 15 0.22
8 0 0 5 8 0 14 3 4 1 0 6 24 0 1 0.37
40 49 34 0 0 0 0 0 0 0 29 42 28 0 0 0.4
8 0 2 11 0 2 7 0 0 6 18 17 4 0 14 0.46
0 0 5 1 3 0 5 0 0 1 0 0 3 3 1 0.14
33 54 0 35 2 40 0 50 12 22 23 38 39 12 98 0.81
50 0 3 10 49 0 0 17 16 0 7 32 0 7 38 0.57
37 0 0 0 0 0 0 0 30 0 41 35 0 34 0 0.33
3 0 15 16 1 2 3 5 22 14 9 0 0 1 5 0.46
0 0 10 2 17 6 1 0 0 0 2 0 0 9 3 0.28
27 0 0 53 0 4 89 0 22 0 0 12 32 29 33 0.56
2 0 1 0 0 0 2 0 4 0 0 3 4 2 0 0.12
0 2 0 5 2 7 0 10 0 0 0 2 2 24 2 0.28
3 7 14 0 3 0 9 2 0 2 0 15 3 0 0 0.32
0 3 10 0 11 23 0 5 3 1 0 2 0 19 0 0.36
25 49 34 0 0 0 0 0 0 0 6 47 37 43 34 0.5
0 0 97 0 0 0 45 0 0 0 45 35 42 0 30 0.4
0 1 0 0 0 0 5 0 0 1 3 0 0 3 0 0.08
0 0 0 3 16 4 7 3 3 2 4 18 0 0 3 0.32
40 0 0 0 0 0 34 9 12 33 44 39 0 0 38 0.52
13 3 18 1 1 0 3 12 2 0 10 19 3 0 12 0.48
0 1 0 14 0 0 6 4 3 2 13 1 24 15 1 0.38
5 0 5 12 3 0 11 8 0 10 4 0 0 0 0 0.36
0 2 0 0 12 2 10 1 2 0 10 19 3 9 8 0.44
0 0 35 26 0 51 36 28 0 0 28 33 29 2 36 0.61
0 0 0 0 11 0 10 10 6 0 0 6 0 4 3 0.32
2 8 8 13 0 12 3 6 0 2 0 0 3 19 1 0.41
0 19 49 20 12 0 0 0 0 27 37 33 0 0 40 0.53
31 21 0 45 46 0 0 40 5 0 39 41 0 19 0 0.56
0 39 26 0 28 0 72 0 0 0 52 0 45 35 0 0.46
1 0 0 1 10 9 3 2 2 14 0 5 3 0 9 0.36
0 0 1 0 1 2 0 1 0 3 0 0 1 0 4 0.08
27 35 41 32 26 25 1 0 0 54 0 42 0 42 36 0.67
2 1 0 0 0 4 3 0 0 0 0 0 0 2 1 0.08
9 18 4 2 6 22 0 9 9 1 0 9 12 0 2 0.54
0 1 0 0 0 0 0 1 2 0 0 0 0 3 0 0.04
0 0 0 29 0 16 16 0 38 29 6 37 0 0 0 0.44
3 12 0 6 0 0 4 7 4 2 1 2 2 2 15 0.35
0 2 0 6 5 7 0 5 9 4 1 5 1 0 0 0.3
0 16 0 0 41 32 0 9 32 0 37 0 0 0 0 0.39
34 16 32 27 0 77 17 0 0 35 0 0 13 35 0 0.6
0 9 13 0 0 4 0 3 0 0 8 0 0 2 6 0.27
5 14 2 0 6 3 10 0 0 5 0 0 16 0 4 0.36
0 40 12 37 32 11 0 7 23 58 44 7 0 0 0 0.62
1 0 0 5 0 0 0 0 0 0 0 4 0 3 0 0.08
18 10 9 0 11 2 7 14 6 0 0 0 0 1 11 0.49
0 0 2 0 5 0 0 1 0 2 2 0 0 0 0 0.08
3 1 4 6 0 0 0 3 3 0 0 2 1 0 3 0.17
1 2 4 1 0 3 22 7 0 0 7 0 3 3 11 0.33
5 3 9 0 0 3 0 9 4 0 7 1 3 0 9 0.35
2 0 3 1 2 0 2 4 6 2 0 0 1 22 0 0.22
4 0 1 2 1 4 3 0 2 0 0 3 0 0 0 0.13
94 0 130 0 33 4 48 0 150 31 0 0 0 36 33 0.56
0 2 3 7 0 4 0 9 1 0 0 17 6 0 6 0.32
51 0 70 0 0 0 0 22 0 42 50 33 30 0 36 0.53
0 44 60 24 0 33 11 0 50 0 12 0 0 50 32 0.6
10 5 0 5 1 21 3 10 1 14 2 6 2 8 1 0.49
2 1 0 9 3 5 2 4 6 3 8 1 11 4 3 0.4
3 2 0 4 0 0 3 2 4 0 0 0 0 2 2 0.14
3 4 2 0 0 9 16 10 16 6 1 0 3 2 2 0.41
43 34 54 38 0 0 0 23 24 0 0 0 35 49 8 0.58
0 6 8 11 0 6 0 3 6 0 4 0 2 1 14 0.37
5 0 0 0 3 0 0 0 0 2 0 0 0 0 2 0.08
1 2 6 3 0 1 0 5 0 0 0 0 1 0 3 0.14
0 1 4 41 39 30 113 0 106 33 1 37 40 35 33 0.7
0 0 23 34 33 0 88 0 0 4 24 0 32 44 27 0.56
6 0 8 6 12 5 0 12 1 18 8 2 0 0 19 0.5
19 0 0 6 0 1 0 9 8 0 0 9 1 2 3 0.32
41 7 0 0 0 30 20 156 0 89 49 23 49 0 35 0.64
0 2 0 2 0 0 1 0 0 0 3 3 0 3 2 0.1
2 1 1 10 10 0 0 0 0 1 0 0 5 0 0 0.2
154 38 41 12 42 0 4 0 19 33 46 0 0 0 49 0.62
0 2 0 0 0 2 0 0 1 2 2 1 0 0 0 0.06
2 0 14 9 3 3 15 7 0 5 5 18 6 15 5 0.56
0 7 21 24 3 14 5 5 3 0 0 8 11 6 5 0.54
0 0 0 0 0 18 2 0 8 0 11 7 0 8 23 0.36
56 0 0 42 43 0 36 0 0 0 0 38 0 134 41 0.46
0 0 0 20 2 18 32 0 20 26 0 23 8 0 0 0.46
78 0 13 58 17 0 0 0 17 0 31 32 34 0 15 0.6
7 2 0 0 15 1 2 0 9 16 2 3 9 3 16 0.45
0 0 0 1 3 0 13 2 2 0 5 0 0 16 0 0.22
0 13 21 5 10 3 1 2 3 1 2 1 0 3 0 0.33
14 10 34 0 0 1 25 27 40 1 9 4 35 23 0 0.63
3 6 3 0 0 0 9 0 12 4 8 8 2 1 1 0.36
2 0 0 0 0 0 2 0 0 0 0 4 1 0 0 0.06
39 0 40 0 0 15 0 0 0 8 15 20 53 0 0 0.45
1 0 0 8 7 11 12 3 11 0 0 3 5 3 2 0.41
32 0 0 0 0 0 6 0 0 25 57 2 0 55 34 0.38
16 7 0 3 2 13 0 3 0 2 6 0 0 0 14 0.35
42 35 17 42 40 0 0 0 7 0 0 0 31 21 0 0.51
0 0 3 3 0 0 0 2 3 0 6 0 0 0 0 0.11
23 1 12 8 4 4 5 0 1 0 2 0 1 0 14 0.37
3 0 14 1 1 2 0 2 3 5 7 9 12 9 5 0.44
0 2 0 5 1 1 1 3 0 4 0 0 0 1 0 0.11
3 7 9 0 13 1 8 2 2 14 8 2 16 6 13 0.58
5 14 5 8 3 3 9 0 0 10 2 4 1 3 0 0.42
6 0 0 0 1 0 0 5 0 1 0 1 0 2 0 0.1
43 156 0 0 19 0 113 0 38 14 23 0 0 11 38 0.6
0 0 0 0 6 4 5 20 0 23 8 15 5 1 11 0.46
0 0 0 0 0 0 3 0 3 1 0 2 0 3 0 0.08
13 3 1 4 0 0 0 14 2 5 7 7 14 2 0 0.4
4 12 8 0 1 3 0 20 6 8 3 1 1 6 6 0.44
0 56 48 24 15 17 10 26 15 23 44 0 26 0 41 0.8
1 2 7 9 3 0 6 3 10 2 0 7 3 16 0 0.42
0 0 0 4 1 3 0 0 4 0 0 2 0 1 5 0.13
5 1 0 0 0 13 0 12 4 0 4 0 7 5 4 0.33
43 0 0 0 0 39 0 0 0 0 23 16 12 40 131 0.46
2 1 0 1 4 3 0 0 0 0 3 0 0 0 0 0.09
9 0 11 7 9 3 3 0 23 0 8 0 1 10 4 0.49
32 0 24 9 1 43 41 39 0 0 15 5 1 0 0 0.5
3 0 0 38 0 33 129 43 0 0 0 0 15 0 30 0.42
5 1 0 1 9 0 7 0 2 0 1 0 7 8 0 0.27
4 2 7 0 1 0 2 6 5 0 0 10 3 14 1 0.33
0 0 0 3 0 6 6 0 2 0 8 0 6 11 0 0.27
5 10 8 5 6 0 8 0 3 6 9 2 0 4 19 0.5
5 1 5 17 20 3 6 2 9 1 1 5 10 13 5 0.55
0 0 0 0 19 2 12 17 0 1 0 0 0 1 0 0.22
8 8 0 0 6 0 0 14 0 10 4 18 3 0 8 0.44
2 9 0 0 0 10 9 2 15 3 2 0 13 9 0 0.44
0 40 16 40 34 35 0 2 34 0 26 15 0 0 33 0.61
2 0 1 6 1 0 0 0 4 3 1 0 0 0 0 0.12
31 0 0 15 0 0 6 0 80 0 0 0 0 41 51 0.37
0 6 4 0 0 1 0 0 0 0 0 0 0 1 0 0.08
0 0 17 32 48 37 25 40 0 27 0 48 14 26 0 0.66
6 0 11 3 1 1 9 0 22 10 4 0 5 5 6 0.46
3 3 1 0 4 5 0 6 0 0 0 2 0 0 1 0.16
2 0 3 7 18 11 0 18 0 7 0 4 11 6 1 0.46
35 34 0 0 0 43 35 36 27 0 43 20 0 31 32 0.66
14 9 1 0 6 0 14 0 0 0 0 3 0 10 0 0.32
0 40 36 0 51 0 17 0 0 0 77 0 0 10 0 0.4
34 46 44 0 25 0 42 36 0 40 32 56 35 0 78 0.73
0 6 11 0 0 18 10 17 4 0 1 1 14 8 0 0.46
14 0 3 3 0 0 8 8 0 0 0 10 0 0 9 0.34
0 10 3 3 0 1 7 10 0 3 10 0 0 0 3 0.33
3 0 0 1 17 2 7 0 0 0 0 14 0 9 5 0.31
1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0.02
2 0 7 0 0 16 3 0 3 14 0 6 10 9 0 0.4
0 5 0 0 31 44 35 109 0 30 25 0 0 0 16 0.5
3 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.02
12 0 0 33 26 0 0 35 0 26 4 6 33 57 37 0.6
22 45 39 2 0 33 35 34 0 57 51 51 0 40 23 0.74
49 0 41 0 36 32 0 158 0 31 8 2 41 90 41 0.66
0 0 2 5 3 2 2 0 0 0 4 0 2 11 13 0.26
2 0 7 0 1 0 3 4 2 0 8 19 11 1 2 0.33
22 35 0 0 0 0 0 0 105 28 14 30 31 38 39 0.6
0 0 0 4 0 0 7 0 1 19 7 14 1 4 0 0.29
0 0 0 3 0 0 0 6 0 0 1 0 0 0 0 0.06
43 12 98 22 0 32 0 34 33 117 0 0 0 3 34 0.62
0 0 0 0 0 2 0 6 0 2 0 2 0 0 4 0.1
0 0 0 0 1 4 4 0 0 0 0 0 5 3 0 0.11
0 7 0 0 4 0 6 0 7 20 0 5 2 2 0 0.28
1 0 0 0 2 2 2 6 0 0 0 0 0 0 0 0.08
0 9 6 0 0 15 18 4 2 0 10 9 0 0 4 0.42
0 0 0 1 0 3 0 4 0 3 1 0 0 0 0 0.08
0 2 0 0 8 3 6 0 0 13 4 14 0 0 0 0.28
0 7 6 3 0 13 1 5 14 14 14 0 12 0 1 0.48
0 21 26 0 0 0 0 0 0 5 25 0 0 0 38 0.3
8 0 0 17 19 0 12 7 3 16 9 3 10 0 8 0.58
6 0 2 1 3 6 8 0 7 13 8 2 1 0 20 0.42
0 7 0 1 1 0 18 0 2 6 1 2 9 1 10 0.33
0 0 0 0 41 128 31 0 41 97 0 75 1 49 22 0.54
3 0 5 0 2 0 1 0 6 0 0 6 2 4 6 0.23
2 0 8 1 2 0 0 3 0 12 0 0 1 2 2 0.2
2 0 0 0 1 0 0 0 0 0 0 2 0 0 0 0.03
1 5 3 5 1 6 0 0 9 11 10 2 1 5 6 0.42
3 2 1 0 0 2 0 2 4 0 0 0 0 0 0 0.09
1 5 3 1 1 14 0 0 4 4 4 6 0 3 22 0.34
0 4 0 0 0 0 0 3 0 1 0 0 1 4 1 0.09
0 1 0 0 0 2 6 0 0 0 0 0 14 4 0 0.15
2 1 0 5 0 5 4 0 0 1 0 0 0 3 0 0.14
0 0 0 0 0 0 1 0 0 0 1 1 0 1 2 0.04
2 1 12 7 17 0 2 0 0 4 0 0 0 0 0 0.24
6 15 0 3 6 3 2 0 4 18 5 2 0 10 12 0.47
0 17 0 0 0 0 0 0 0 0 40 63 0 23 0 0.26
7 24 6 10 0 3 3 5 4 6 6 3 0 6 0 0.45
0 3 1 0 0 0 1 3 0 0 0 0 0 0 0 0.05
51 36 0 32 31 19 51 52 0 27 131 15 36 27 140 0.86
2 2 1 0 1 0 2 6 3 5 0 0 0 0 0 0.14
5 2 0 7 0 8 0 0 3 1 8 0 0 0 10 0.29
0 0 10 2 12 3 0 23 14 0 10 13 24 1 3 0.52
28 74 0 11 12 34 0 0 87 0 25 101 0 0 5 0.56
32 0 15 36 40 23 41 27 0 39 0 0 152 48 122 0.73
2 3 7 10 0 2 6 8 0 10 0 2 2 9 9 0.46
1 11 0 0 1 5 3 11 4 3 0 5 17 3 4 0.39
0 3 5 0 4 0 0 0 0 5 0 0 0 1 0 0.12
1 0 8 4 2 4 11 1 3 20 3 11 3 4 4 0.44
0 0 0 0 0 3 0 4 0 0 2 0 0 0 0 0.05
15 0 3 0 0 0 8 0 8 0 3 0 0 0 3 0.23
3 6 0 2 0 0 0 0 4 0 4 2 0 0 5 0.17
39 28 155 27 40 0 0 0 25 9 0 0 0 0 146 0.52
3 0 0 0 0 3 1 0 0 3 0 0 0 0 0 0.06
0 0 0 0 1 0 3 0 1 3 1 2 2 0 1 0.09
0 38 39 0 22 25 12 13 0 92 31 41 39 3 50 0.75
0 0 2 0 0 3 6 1 3 0 5 3 0 0 1 0.16
6 0 0 0 0 4 8 12 0 17 1 9 0 0 10 0.38
0 0 0 1 0 2 0 0 1 0 3 0 2 0 2 0.07
10 3 1 0 3 0 0 7 3 10 4 13 12 12 0 0.47
9 7 20 4 7 22 1 1 3 4 14 1 4 13 10 0.6
34 8 0 0 0 0 35 0 20 2 0 51 0 0 0 0.33
1 0 0 6 0 0 2 0 0 0 2 0 0 0 0 0.07
4 0 0 6 4 2 21 0 20 36 0 0 2 14 0 0.38
0 12 4 1 13 1 5 1 1 1 10 3 0 5 3 0.36
1 18 3 0 4 13 2 8 6 6 0 0 0 0 0 0.33
33 40 41 14 33 0 0 22 3 14 0 0 1 0 0 0.49
0 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0.02
0 0 0 2 2 0 0 0 0 1 4 4 3 3 0 0.12
5 6 0 8 0 4 15 4 12 1 7 11 7 5 4 0.54
0 0 6 4 1 3 3 0 0 0 0 3 6 0 3 0.19
32 0 19 0 18 0 54 0 27 40 0 34 0 0 31 0.53
1 0 8 2 7 9 5 1 0 9 3 4 8 0 6 0.42
21 22 4 59 72 25 0 29 3 28 0 0 32 4 8 0.66
0 0 10 13 2 0 4 1 10 2 1 3 2 4 0 0.32
