3 13 0 3 1 5 3 6 6 5 10 15 12 0 5 14 17 10 6 0.59
4 1 0 0 0 2 0 1 1 0 0 3 0 1 0 0 0 1 0 0.07
0 0 18 2 49 20 0 0 12 0 11 46 0 0 33 34 27 0 7 0.52
0 35 15 0 40 46 7 38 41 48 26 0 36 42 22 20 33 22 46 0.82
0 2 2 5 0 0 2 4 0 0 0 4 0 0 0 0 0 3 0 0.11
0 0 3 1 2 9 1 10 5 1 6 3 0 11 10 1 5 4 0 0.37
7 15 5 0 0 3 7 0 0 11 2 14 0 0 11 8 2 0 0 0.38
15 33 96 60 32 0 0 0 66 84 0 40 23 18 52 30 0 31 0 0.68
4 3 2 4 2 0 0 3 0 1 4 0 0 0 0 0 0 0 1 0.12
0 0 0 0 0 0 0 0 1 1 0 3 3 0 0 0 0 0 0 0.04
3 0 1 0 0 2 3 0 0 0 0 3 1 0 0 0 0 3 0 0.08
1 0 1 0 0 0 0 0 2 0 0 4 0 0 2 4 0 0 0 0.07
0 32 0 0 23 0 0 17 34 0 0 0 0 49 34 0 21 0 7 0.4
50 146 0 2 14 137 2 34 20 28 0 0 4 5 38 0 0 20 18 0.59
4 0 0 1 0 2 0 0 0 0 6 3 1 0 1 3 6 3 1 0.16
0 16 36 24 24 0 0 30 0 5 36 0 14 27 49 34 0 30 62 0.65
1 3 7 1 7 0 9 13 5 0 4 2 0 1 4 14 0 5 2 0.37
0 0 1 0 3 2 0 0 0 4 0 5 0 0 5 0 0 0 0 0.1
3 0 0 0 2 1 0 0 0 0 3 2 0 0 4 4 3 0 1 0.12
2 1 0 4 0 0 0 3 0 19 0 0 2 0 2 0 2 0 10 0.18
15 2 16 3 6 0 21 4 3 21 2 2 2 14 23 10 0 0 8 0.53
0 14 0 0 0 2 4 22 1 5 21 16 5 9 8 0 8 0 3 0.44
24 0 35 0 0 34 0 141 27 41 0 0 23 1 42 0 39 0 29 0.53
1 18 0 5 7 0 0 5 6 0 0 0 0 2 3 7 1 1 0 0.25
0 0 2 0 0 0 2 0 6 5 0 4 0 1 2 6 0 1 0 0.15
99 15 0 30 26 40 0 8 38 57 31 37 0 6 0 39 0 0 5 0.62
2 0 4 6 0 0 5 4 0 2 2 6 0 0 2 6 0 2 1 0.22
0 23 31 0 37 58 41 25 0 12 44 0 5 17 0 0 24 38 0 0.6
6 6 3 8 14 0 2 9 0 12 13 3 12 17 0 13 5 19 0 0.58
3 0 0 0 0 9 2 0 0 2 7 1 0 0 7 2 17 2 12 0.28
0 3 0 0 4 3 2 2 5 2 2 0 5 0 0 0 6 0 2 0.18
1 0 0 5 2 0 0 0 5 0 2 2 4 0 4 0 1 6 4 0.18
0 0 0 10 50 0 23 0 0 15 14 50 0 35 4 41 0 20 46 0.54
0 39 69 0 28 94 0 0 0 0 58 38 50 41 0 0 8 132 5 0.54
0 2 0 0 0 4 0 0 0 0 0 4 0 3 4 4 0 0 3 0.12
2 14 24 6 9 0 0 13 2 20 1 19 1 1 3 20 0 2 0 0.45
0 0 3 0 6 4 2 3 2 2 0 2 0 2 0 1 3 0 3 0.17
32 34 149 0 28 4 25 39 0 45 0 31 42 21 0 33 114 32 34 0.75
0 3 0 7 10 6 3 9 12 14 0 8 13 0 14 0 0 8 17 0.54
6 0 2 0 0 2 0 0 4 3 0 0 0 0 2 0 0 0 0 0.1
30 56 14 0 30 0 41 0 0 26 3 30 13 59 4 0 0 0 0 0.51
2 20 3 15 3 3 2 3 1 1 7 2 5 6 4 23 14 1 5 0.46
0 0 0 0 1 0 2 2 0 2 0 1 3 0 1 0 0 0 0 0.06
43 12 41 60 38 0 20 0 33 30 44 43 0 29 15 51 0 37 13 0.78
3 14 0 0 14 7 5 11 0 0 19 2 3 0 3 2 4 2 2 0.38
19 0 10 12 2 0 3 0 4 10 3 5 0 0 6 1 5 12 2 0.42
66 30 38 0 0 6 0 38 0 47 0 15 0 0 0 0 34 0 29 0.45
0 11 0 19 0 36 0 42 61 0 37 54 14 59 22 30 31 0 33 0.68
12 9 2 16 5 3 2 0 1 0 6 11 0 6 3 1 0 15 0 0.41
1 0 4 1 0 0 0 3 0 0 0 0 6 1 0 3 0 0 1 0.1
0 0 0 3 3 0 0 0 2 5 0 0 2 0 2 0 0 0 0 0.08
1 3 0 0 3 3 3 0 5 2 2 0 0 4 2 0 3 3 0 0.17
6 5 6 14 5 3 7 0 4 9 0 0 0 9 0 7 3 6 0 0.42
3 0 0 0 3 3 0 8 0 0 18 10 8 3 0 0 7 11 0 0.34
0 13 9 13 0 1 13 13 0 0 13 3 7 0 13 12 7 2 3 0.53
3 3 2 1 2 2 12 9 0 0 10 0 2 1 4 1 2 5 0 0.29
11 0 0 0 0 2 5 18 4 0 0 1 0 14 4 0 7 7 0 0.31
0 7 0 8 0 10 9 9 0 0 10 1 6 8 0 7 0 3 10 0.46
3 0 0 0 3 10 8 0 2 3 2 1 0 6 0 0 3 0 19 0.26
0 4 0 3 0 0 0 0 0 0 0 4 3 0 1 4 0 0 0 0.1
0 0 6 0 2 0 5 4 3 1 0 1 0 0 0 3 1 0 0 0.13
0 33 44 40 31 31 43 0 9 0 138 17 34 17 38 0 145 18 0 0.73
0 0 0 2 17 0 8 0 4 0 9 0 0 12 18 0 0 0 0 0.27
0 45 0 50 73 6 8 0 0 66 47 40 0 0 3 2 3 0 38 0.48
0 5 1 0 1 13 0 0 3 0 3 2 0 1 0 8 1 5 9 0.25
0 0 0 0 10 9 14 1 10 14 3 6 12 3 0 3 0 13 5 0.47
32 41 141 0 0 0 55 43 35 27 0 1 3 21 152 23 0 0 51 0.59
0 6 7 6 12 0 8 9 0 3 0 3 0 2 9 10 10 9 9 0.53
32 0 10 5 32 15 0 81 0 0 0 25 27 20 5 12 0 17 37 0.63
2 0 14 2 0 6 1 0 11 1 2 0 0 0 21 0 0 3 4 0.26
2 0 0 0 1 0 2 0 0 0 1 0 0 0 0 3 3 0 3 0.07
18 0 6 1 0 8 11 1 1 2 0 0 4 0 5 2 0 6 5 0.32
19 0 0 12 0 30 15 13 0 40 14 0 35 38 0 32 0 19 0 0.57
0 0 8 19 0 16 0 6 9 13 0 14 0 2 2 1 0 0 0 0.35
0 3 1 3 5 2 2 0 3 2 3 0 0 2 1 6 0 0 15 0.22
1 0 5 0 0 3 1 0 8 9 0 9 2 0 0 13 5 8 10 0.37
0 2 0 2 2 3 0 4 4 0 4 0 0 0 2 0 0 0 2 0.13
17 7 0 0 0 10 9 0 0 6 0 9 8 0 1 0 0 12 3 0.38
0 9 22 3 0 5 0 8 11 3 0 0 3 0 0 13 10 4 2 0.4
0 2 2 2 2 0 0 6 0 3 0 1 2 0 3 0 1 0 2 0.13
2 0 0 0 0 1 0 2 0 0 0 0 5 2 1 0 2 1 0 0.08
11 0 35 12 0 0 41 40 0 0 0 49 0 0 0 0 0 0 99 0.36
107 2 40 0 36 40 46 0 77 33 0 40 27 40 0 154 0 44 0 0.64
3 7 1 3 0 0 8 2 8 4 2 0 0 11 2 0 5 0 16 0.34
0 0 8 8 0 0 0 2 1 0 0 0 14 3 14 0 0 0 0 0.22
9 0 0 0 16 0 0 6 6 1 12 8 11 14 2 8 0 0 6 0.45
12 10 2 0 9 0 1 0 0 14 15 0 13 10 0 1 0 6 6 0.44
0 3 7 11 0 0 2 7 0 0 0 0 2 8 0 7 0 13 0 0.29
0 1 1 5 1 1 2 19 4 2 2 14 5 0 0 3 3 3 2 0.28
2 3 0 0 3 4 3 2 0 0 0 4 0 0 4 0 0 0 0 0.13
3 2 5 0 9 1 3 16 0 0 23 3 10 0 0 13 3 11 3 0.43
17 14 6 0 6 0 12 2 6 4 0 1 7 0 0 0 2 0 0 0.33
0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 2 3 2 0.05
6 6 5 0 5 5 0 11 3 4 0 0 4 0 11 7 0 10 11 0.44
1 13 0 5 0 10 20 7 12 13 0 13 2 2 6 2 0 2 3 0.47
40 0 0 0 35 0 31 0 0 0 0 0 4 0 8 16 34 0 33 0.37
22 39 0 14 0 0 33 0 0 0 0 3 0 42 6 34 9 33 38 0.51
5 2 11 14 14 3 1 0 0 6 0 7 10 6 4 7 0 7 0 0.46
13 37 0 36 0 0 46 0 0 41 0 89 81 0 0 10 0 0 0 0.42
0 0 0 24 19 1 2 0 2 9 0 7 0 9 3 3 8 5 13 0.41
0 6 0 2 3 2 0 0 0 1 3 0 10 1 2 0 13 6 7 0.27
1 3 0 0 1 0 0 0 3 3 1 0 0 3 5 3 0 0 0 0.12
0 0 1 4 0 0 0 4 5 0 0 0 4 0 3 0 0 5 0 0.13
0 4 0 0 90 0 30 46 32 83 47 51 34 0 0 10 17 24 13 0.65
30 26 89 36 0 35 47 24 0 1 0 0 0 9 21 4 100 0 0 0.54
10 0 0 10 2 0 0 0 0 10 0 9 14 1 3 3 0 9 3 0.36
0 2 0 0 0 0 0 0 3 0 6 0 3 0 6 0 0 2 3 0.13
2 7 0 2 0 6 8 0 0 6 0 4 4 0 0 0 12 1 3 0.27
0 9 0 0 6 4 0 12 17 0 2 0 1 1 3 5 0 6 0 0.29
